"last_name, first_name","pitch_hand","active_spin_fourseam","active_spin_sinker","active_spin_cutter","active_spin_changeup","active_spin_fastball","active_spin_slider","active_spin_curve"
"Smith, Burch","R","76.8",,,"83.9",,,"85"
"Fulmer, Michael","R","76.7","90.7","33.6","70.6",,"40",
"Sánchez, Aníbal","R","76.7","87","55.3","64.3",,"30.1","32.4"
"Arrieta, Jake","R","76.6","86.9",,"85.6",,"34.1","80.7"
"Araújo, Pedro","R","76.5","82.2",,"76.4",,"52.6",
"Romano, Sal","R","76.5","91",,"74.8",,"14.1","26.6"
"Ramirez, Noé","R","76.4",,,"63.1",,,"60.3"
"Fry, Jace","L","76.4","74.6","13.5","75.3",,,"77.6"
"Soria, Joakim","R","76.3",,,"61.3",,"76.5","99.9"
"Leclerc, José","R","76.3","79.4",,"77.8",,"47.8","72.9"
"Knebel, Corey","R","76.2",,,,,,"91.6"
"Bedrosian, Cam","R","76.2",,,,,"51.2",
"deGrom, Jacob","R","76.2","81",,"76.9",,"28.7","40.2"
"Cessa, Luis","R","76.1",,,"75.6",,"17.5","48.8"
"Martin, Chris","R","76",,"33.4",,,"27.7",
"Darvish, Yu","R","75.9","76.4","37.8","53.3",,"54.1","83.6"
"Barnette, Tony","R","75.8","83.1","51.9",,,,"52.8"
"Cook, Ryan","R","75.7","86.8",,,,"40.4",
"Samardzija, Jeff","R","75.6","89.4","55.9",,,"39.7","41"
"Montgomery, Mike","L","75.6","86.7","36","86.6",,,"59.4"
"Cloyd, Tyler","R","75.4","86.7","46.2",,,,"49.9"
"Bracho, Silvino","R","75.4",,,"62.2",,"35.3",
"Romero, Fernando","R","75.4","90.9",,"85.7",,"14.9",
"Márquez, Germán","R","75.3","81.2",,"79.9",,"15.6","52"
"Brach, Brad","R","75.3","73.5",,"68.9",,"34.6",
"Busenitz, Alan","R","75.2",,,,,,"71.3"
"Strop, Pedro","R","75.1","84.6","23.7",,,"26.1",
"Alcantara, Sandy","R","75","84.1",,"79.7",,"22.3","33.2"
"Gonzalez, Merandy","R","75",,"54.9","88.5",,,"70.7"
"Brice, Austin","R","74.9","89",,,,,"40.9"
"Holland, Greg","R","74.9",,,,,"26.7","58"
"Hudson, Daniel","R","74.7",,,"91.9",,"13",
"Barraclough, Kyle","R","74.6",,,"80.8",,"66.4",
"O'Day, Darren","R","74.6","80",,,,"35.2",
"Cecil, Brett","L","74.6","83.7","32.8","78.2",,,"37.4"
"Santos, Luis","R","74.4","82.9",,"88.1",,,"32.9"
"García, Luis","R","74.4","85.4",,,,"42.9",
"Davis, Wade","R","74","67.9","35.1",,,,"65.4"
"Vázquez, Felipe","L","73.9",,,"68.3",,"58.1","64.7"
"Norris, Daniel","L","73.9","75.3",,"52.1",,"32.6","87"
"Holder, Jonathan","R","73.5",,"30.7","81.3",,"55.6",
"Bumgarner, Madison","L","73.5",,"24.9","77.9",,,"55.8"
"Kingham, Nick","R","73.2","84.2","33","86",,"14","62"
"Scott, Tanner","L","73.2",,,,,"21.2",
"Duffey, Tyler","R","73.1","74.8",,"80.1",,,"79.9"
"Mejía, Adalberto","L","72.8","76",,"74.7",,"18.8",
"Taillon, Jameson","R","72.8","82.8",,"68.1",,"36.1","80.8"
"Bassitt, Chris","R","72.8","89.7","34.7","85.6",,,"86.4"
"Nuño, Vidal","L","72.8",,,"93.4",,"42.6","49.9"
"Vincent, Nick","R","72.7",,"50.1","88.6",,,
"Pressly, Ryan","R","72.6","73.8",,,,"27.3","87.4"
"Jackson, Edwin","R","72.6","86.8","38.8","94.5",,"14.9","50.4"
"Holmes, Clay","R","72.6","82.6","20.2",,,,"68.8"
"Ramos, AJ","R","72.5","81.2","52.6","71.3",,"54.7","77.9"
"Tillman, Chris","R","72.5","80.9",,"75.9",,"23.3","86.8"
"Chacín, Jhoulys","R","72.3","85.3",,"67.3",,"60.5",
"Ottavino, Adam","R","72.2","75.4","43",,,"75.9",
"Toussaint, Touki","R","72.1","85.2",,,,,"89.3"
"Despaigne, Odrisamer","R","72.1","89.2","19.7","73.8",,"52.3","90.3"
"Moronta, Reyes","R","71.7",,,,,"56.2",
"Fillmyer, Heath","R","71.2","82.5",,"79.3",,"17.8","46.2"
"Winkler, Dan","R","71.2","82.5","44.3",,,,"47.3"
"Teheran, Julio","R","71.1","82.9",,"87.8",,"25.4","63.8"
"Flaherty, Jack","R","71","74.3",,"77.8",,"31.1","86.4"
"López, Pablo","R","70.9","82.3",,"88.4",,,"64.6"
"Gossett, Daniel","R","70.8","88.2",,"66.3",,"28","51.8"
"Reed, Addison","R","70.7","77.9",,,,"32.9",
"Boyer, Blaine","R","70.7","77.5",,,,"32.6","59.4"
"Shields, James","R","70.3","72.4","35.9","84.6",,,"49.1"
"Coleman, Louis","R","70.1","69.2",,,,"23.5",
"Kluber, Corey","R","70","81.1","26.7","69.5",,,"68.1"
"Montas, Frankie","R","69.6","82.3",,"91.6",,"25.9",
"Junis, Jakob","R","69.2","82.7",,"58.6",,"68.8","68.9"
"Duensing, Brian","L","69","84.6",,"84.8",,"45.3","81.2"
"Rusin, Chris","L","69","78.9","27.7","75.2",,"14.6","30.3"
"Flynn, Brian","L","68.9","75.5",,,,"18.4",
"Dull, Ryan","R","68.9",,,"38.4",,"37.1",
"Williams, Trevor","R","68.8","80.2",,"84.3",,"34.4",
"Edwards Jr., Carl","R","68.6",,,,,,"78.7"
"Crick, Kyle","R","68.5","86",,,,"76.7",
"Mikolas, Miles","R","67.2","83.3",,"88.8",,"22","83.7"
"Lynn, Lance","R","67.1","65.4","27.3","72.8",,,"70"
"Cordero, Jimmy","R","67.1","83.3","16.4","78.1",,"45.2",
"Martinez, Carlos","R","67","81.6","31.1","77.1",,"59.4","56.1"
"Pruitt, Austin","R","67",,,"68.7",,"17.7","43.4"
"Strickland, Hunter","R","66.9","80.8",,"92.7",,"51.3",
"VerHagen, Drew","R","66.7","79.5",,,,"40.2","88.9"
"Hernández, Félix","R","66.7","78.6",,"53.8",,"31.4","68.4"
"Stephens, Jackson","R","66.7","85.7",,"87.7",,"30.6","92.8"
"Musgrave, Harrison","L","66.7","81.4",,"71.4",,"32.8",
"Oberg, Scott","R","66.6","64.4",,"74.2",,"32.3",
"Sims, Lucas","R","66.6","85.3",,"79.8",,,"66.6"
"Chatwood, Tyler","R","66.6","81.8","30.2","75.9",,,"79.8"
"Boxberger, Brad","R","66.5",,,"86.8",,"41",
"Glasnow, Tyler","R","66.5",,,"70.7",,"70.9","76.7"
"Kelly, Casey","R","66.5","78.4",,"97.2",,"19.8","52.2"
"Valdez, Framber","L","66.3","76.5",,"76.9",,,"82.3"
"Cuevas, William","R","66","69",,"85.3",,"34.9","87.8"
"Givens, Mychal","R","65.9",,,"64.6",,"30.2",
"Treinen, Blake","R","65.8","80.8","30",,,"31.6",
"Ramos, Edubray","R","65.7","75.8",,"81.7",,"49.3",
"Cishek, Steve","R","65.6","82.5",,,,"69.6",
"Wainwright, Adam","R","65.4","78.1","38.9","90.9",,,"100"
"McCarthy, Kevin","R","65.2","75.1",,"83.5",,"22.3","30.1"
"Santana, Ervin","R","65.1","73.5",,"82",,"27.6",
"Suter, Brent","L","64.7",,,"85.9",,"29.5","49.4"
"Senzatela, Antonio","R","64.6",,,"65.2",,"38.7","56.7"
"Fried, Max","L","64.5",,,"74.8",,,"98.2"
"Stratton, Chris","R","64.4","66.7","54.8","63.3",,"27.7","82"
"Barnes, Jacob","R","64.1",,"31.3",,,,
"Bettis, Chad","R","64","66.5","30.3","61.2",,,"58"
"Freeland, Kyle","L","64","72.7",,"77.7",,"24.3","17.7"
"Cingrani, Tony","L","63.9",,,,,"53.1",
"Blackburn, Paul","R","63.8","66",,"70",,"35","85.7"
"Thompson, Jake","R","63.6","80",,"64.7",,"67.3",
"Hutchison, Drew","R","63.5","79.1",,"71.1",,"34.6",
"Stroman, Marcus","R","63.3","53.6","29.4","81.4",,"52.3",
"Rosario, Randy","L","63.3","85.5",,"84.7",,"22.3",
"Musgrove, Joe","R","62.7","58.3","32.8","54.2",,"35.6","59"
"Stewart, Kohl","R","62.5","73.2",,"81.5",,"33.7","72.9"
"Sabathia, CC","L","62.2","79.5","45.9","57.9",,"55.4",
"Triggs, Andrew","R","62.2","70.9",,"79",,"23.3","68.8"
"García, Yimi","R","62.1",,,"74.7",,"20.7","51.6"
"Keller, Brad","R","61.8","73.2",,"64.7",,"37.4",
"Biddle, Jesse","L","61.7","59.9",,,,"20.6","91.7"
"Bummer, Aaron","L","61.6","70.9","24.2","80.3",,"39.5",
"Suero, Wander","R","61.4",,"47.7","53.1",,,"74.3"
"Peters, Dillon","L","61.4",,,"70.4",,,"84.3"
"Makita, Kazuhisa","R","61.1","80.4",,,,"51.9","63.6"
"Williams, Taylor","R","60.8",,,,,"17.8",
"Gray, Sonny","R","60.2","72.1",,"82.6",,"63.9","89.5"
"García, Jaime","L","59.6","69.8",,"71.5",,"47.7","74.8"
"Keuchel, Dallas","L","58.7","63.9","35.4","81.7",,"54.8",
"Dyson, Sam","R","58","83.7","29.7","81.9",,"71.7",
"Yarbrough, Ryan","L","57.3","91.5","37.8","88.1",,,"52.6"
"Domínguez, Seranthony","R","56.9","74.9",,"90.6",,"29",
"Fry, Paul","L","56.5",,,,,"73.1",
"Lockett, Walker","R","56.3","75.3",,"87.2",,,"51.5"
"Reed, Cody","L","55.7","79.8",,"82.5",,"24.6",
"Leake, Mike","R","55.3","68.6","28.8","73.7",,"38.8","73.8"
"Burnes, Corbin","R","55",,,,,"28.1","67.5"
"Maton, Phil","R","54.9",,"46.3",,,,"82"
"Bradford, Chasen","R","54.6","59.9",,"57.1",,"21.5",
"Melancon, Mark","R","52.6",,"37.1",,,,"67.4"
"Soroka, Michael","R","51.5","75.3",,"72.8",,"33.7",
"Coulombe, Danny","L","51","70.1",,,,"20.2","87.4"
"Ross, Tyson","R","49.4","51.4","35.7","48.7",,"25.1",
"Richards, Garrett","R","44","57.8",,,,"26.7","97.4"
"Turnbull, Spencer","R","43.7","84.3",,,,"25.6","64.4"
"Duke, Zach","L","42.2","70.1",,"72.3",,"56.4","79.8"
"Jennings, Dan","L","42.1","59",,,,"46.4",
"Olson, Tyler","L","32.5","51.7",,"54.8",,,"87.4"
