"last_name, first_name","pitch_hand","active_spin_fourseam","active_spin_sinker","active_spin_cutter","active_spin_changeup","active_spin_fastball","active_spin_slider","active_spin_curve"
"Alexander, Scott","L",,"74.2",,"82.2",,"44.6",
"Bruihl, Justin","L",,"74.5","45.1",,,"56.5",
"Hjelle, Sean","R",,"83.8",,"80.1",,,
"Wood, Alex","L",,"99.4",,"96.8",,"38.4",
"Foley, Jason","R",,"93.9",,"98.6",,"26.2",
"Rogers, Taylor","L",,"87.2","29.8",,,,
"Doval, Camilo","R",,"69.2","72",,,"27.2",
"Rogers, Tyler","R",,"72.8",,,,"61.6",
"Walker, Ryan","R",,"71.4",,,,"56.9",
"Cobb, Alex","R",,"86.6",,,,"47.1",
"Tonkin, Michael","R",,"89.8",,,,"41.6",
"Valdez, Framber","L",,"83.8","29.3","85.1",,"30.3","76"
"Topa, Justin","R",,"85.8","48.8","94.8",,"53.7",
"Singer, Brady","R",,"77",,"88.1",,"26.8",
"Hader, Josh","L",,"98.7",,"94.2",,"14.4",
"McArthur, James","R",,"85.7",,,,"17.4","85.4"
"Robertson, David","R",,,"71","77.2",,"45.2",
"González, Victor","L",,"96.6",,"98.2",,"8.3",
"Luetge, Lucas","L",,,"43.6",,,,"89.5"
"Yarbrough, Ryan","L",,"97.3","57.2","95",,,"70.7"
"Chavez, Jesse","R",,"91.3","63.7","97.2",,,"80.2"
"Heller, Ben","R",,"96.9","43.9","97",,,
"La Sorsa, Joe","L",,"89.8",,"95.5",,"52.6",
"Selby, Colin","R",,"89.2",,,,"26.4","90.7"
"Holderman, Colin","R",,"82.5","39.4",,,,
"Raley, Brooks","L",,"65.7","31.8","82",,,
"Borucki, Ryan","L",,"92.8",,"95.1",,"31.2",
"De Los Santos, Yerry","R",,"98.1",,"97.2",,"25.2",
"Ramírez, Yohan","R",,"86.1",,"98.7",,,
"Lucchesi, Joey","L",,"78.6","81.1",,,,"27.6"
"Shaw, Bryan","R",,"63.3","51.4","74.4",,"55.1","89.7"
"Rosenberg, Kenny","L","99.6",,"21","99",,,"63.1"
"Abreu, Albert","R","99.6","99.5",,"99.5",,"37.2",
"Swanson, Erik","R","99.6",,,,,"31.6",
"Jackson, Andre","R","99.5",,,"92.3",,"28.5","96.1"
"Williamson, Brandon","L","99.5",,"52.6","98.8",,"31.7","83.4"
"Gomber, Austin","L","99.5","99.5",,"97.5",,"38.4",
"Ferrer, Jose A.","L","99.4",,,"92",,"30.7",
"Hernandez, Jose","L","99.4",,,"99.2",,"18.8",
"Bradford, Cody","L","99.4",,"52.7","99.2",,"32",
"Plesac, Zach","R","99.4",,,"99.3",,"52","29.3"
"Gonzales, Marco","L","99.4",,"58.3","96.1",,,"64.2"
"Harvey, Hunter","R","99.4",,,,,"21","85.8"
"Mahle, Tyler","R","99.4",,,,,"35.5",
"Heaney, Andrew","L","99.4",,,"99.3",,"27.7",
"Stanek, Ryne","R","99.4",,,,,"24.4",
"McClanahan, Shane","L","99.3",,,"98.6",,"25.5","47.9"
"Crawford, Kutter","R","99.3",,"51.3",,,"28",
"Garcia, Rico","R","99.3",,,"97.8",,,"76.9"
"Richards, Trevor","R","99.3",,,"68.5",,,
"Miller, Bobby","R","99.3","98.7",,"96.9",,"37.9","77.2"
"Weems, Jordan","R","99.3",,,"98.4",,"37",
"Wacha, Michael","R","99.2","97.8","61.9","84.1",,,"86.3"
"Barnes, Matt","R","99.1",,,,,,
"Moreta, Dauri","R","99.1",,,"98.6",,"30.8",
"Gray, Josiah","R","99.1","98.5","62","96.8",,"33.1","32.5"
"Balazovic, Jordan","R","99.1",,,"92.9",,"22.3","77.3"
"Detmers, Reid","L","99.1",,,"93.2",,"32.7","91.2"
"Finnegan, Kyle","R","99",,,,,"41.7",
"Vesia, Alex","L","99",,,"98.9",,"36.5",
"Marinaccio, Ron","R","99",,,"95.5",,,
"Estévez, Carlos","R","99",,,"94",,"37.4",
"Castillo, Max","R","98.9",,,"96.1",,"31.1",
"Koch, Matt","R","98.9",,"39.9",,,"52",
"Cecconi, Slade","R","98.9",,,"94.5",,"28","84.8"
"Dodd, Dylan","L","98.9",,"48.1","85",,"29.9",
"Seabold, Connor","R","98.9",,,"88.1",,"26","57"
"McKenzie, Triston","R","98.8",,,,,"51.9","62.6"
"Diekman, Jake","L","98.8","98","38.2","98.4",,,
"Urquidy, José","R","98.8","94.8",,"98.5",,,"73.6"
"Smith-Shawver, AJ","R","98.7",,,"98.8",,"41.5","88.5"
"Sheehan, Emmet","R","98.7",,,"86.3",,"24.5",
"Lee, Dylan","L","98.7",,,"98.4",,"25.8",
"Wentz, Joey","L","98.7",,"34.3","98.7",,,"72.6"
"Lodolo, Nick","L","98.6","98.6",,"90.8",,,"61"
"Machado, Andrés","R","98.6","96.6",,"91.6",,"41.6",
"Gallegos, Giovanny","R","98.6",,,"99.1",,"10.2",
"Harrison, Kyle","L","98.6",,,"98.8",,"24.8",
"Rodriguez, Grayson","R","98.5",,"56.1","83.9",,"43.6","79.3"
"Irvin, Cole","L","98.5","96.6","24.4","99.3",,,"60.1"
"McGough, Scott","R","98.4",,,,,"30.2",
"Luzardo, Jesús","L","98.4","98","50.4","98.2",,"9.9",
"Gilbert, Logan","R","98.4",,,,,"14.3",
"Kowar, Jackson","R","98.3",,,"85.8",,"26.4",
"López, Reynaldo","R","98.3",,,"96.3",,"34.1","50.3"
"Jackson, Zach","R","98.3",,,,,"20.3",
"Bautista, Félix","R","98.2",,,,,"34.4",
"Blanco, Ronel","R","98.2",,,"94.9",,"45.6","42.5"
"Hoffman, Jeff","R","98.2",,,,,"20.9",
"Beck, Tristan","R","98.2",,,,,"39.6","89"
"Harris, Hogan","L","98.2",,"75.8","97.2",,,"82.6"
"Brogdon, Connor","R","98.1",,"59.5","97.6",,,
"Eovaldi, Nathan","R","98.1",,"66.3",,,"40.8","83.1"
"Baumann, Mike","R","98.1",,,"99.3",,"41.9",
"Paxton, James","L","98.1","96.1","14.7","91.8",,,
"Pérez, Francisco","L","98.1","96",,"94.4",,"31.9",
"Quantrill, Cal","R","98.1","98.4","39.9","97.7",,,"29.9"
"Pérez, Martín","L","98","97.7","72.3","99.4",,"28.4","28.5"
"Giolito, Lucas","R","98",,,"98",,"17.2","91"
"Thompson, Zack","L","98",,,"96.9",,"24.6","94.1"
"Moore, Matt","L","97.9",,,"97.4",,,
"Kremer, Dean","R","97.9","94.7","51.2","95.1",,,"69.9"
"Manaea, Sean","L","97.9","97.3",,"91.4",,"23.4",
"Williams, Gavin","R","97.9",,,"99.4",,"35.9","96.7"
"Kuhl, Chad","R","97.8","97.8",,"97.1",,"32.3",
"López, Jorge","R","97.8","97.1",,"98.3",,"27.6",
"De León, José","R","97.8",,"47.9","97.2",,"58.5",
"Carlton, Drew","R","97.8","96.7",,"99.1",,"38.2",
"Headrick, Brent","L","97.7",,,"96.2",,"18.5",
"Pepiot, Ryan","R","97.7",,,"87.9",,"44.1",
"Milner, Hoby","L","97.7","94.9",,"99.1",,,
"Englert, Mason","R","97.7",,,"69.9",,"15.5","43.5"
"Hearn, Taylor","L","97.7","92.6",,"87.2",,"23.1",
"Mears, Nick","R","97.7",,,,,"26.1","80.5"
"Harris, Hobie","R","97.6",,"36.7",,,,
"Kennedy, Brett","R","97.6","96.4",,"90.9",,"13.9",
"Brebbia, John","R","97.6",,,,,"46.3",
"Willingham, Amos","R","97.6",,,"95.8",,"36.4",
"Shreve, Chasen","L","97.5",,,,,,
"Gausman, Kevin","R","97.5",,,,,"21.1",
"Cabrera, Génesis","L","97.5","96.6","53.1","98.6",,,"67.4"
"Curry, Xzavion","R","97.4",,,"92.1",,"41.9","79.7"
"Lambert, Peter","R","97.4",,,"98.4",,"43.8","93.2"
"Ragans, Cole","L","97.4",,"43.8","99.4",,"16.8","79"
"Palencia, Daniel","R","97.4",,,,,"25.8","40.1"
"Means, John","L","97.3",,,"94.4",,"57.3","56.8"
"Kelly, Joe","R","97.3","94.5",,"99.4",,"27.3",
"Akin, Keegan","L","97.3",,,"99",,"28.6",
"Lorenzen, Michael","R","97.3","93.5","42.7","98.5",,"19.7","64.1"
"Littell, Zack","R","97.2","95.1",,,,"52.3",
"Poche, Colin","L","97.2",,,,,"44.8",
"Miller, Shelby","R","97.2",,,,,"55",
"Anderson, Tyler","L","97.2","93.7","53.4","98.6",,"35.9",
"Yates, Kirby","R","97.1",,,,,"60.2",
"Bednar, David","R","97.1",,,,,,"66.1"
"Strahm, Matt","L","97.1","97.6","39.7",,,"31.5",
"Fujinami, Shintaro","R","97.1",,"15.5",,,"38.9",
"Morgan, Eli","R","97.1",,,"92.5",,"20","24.2"
"Gonsolin, Tony","R","97.1",,,,,"34","59.6"
"Peralta, Wandy","L","96.9","94.9",,"84.8",,"28.1",
"Pivetta, Nick","R","96.9",,"43.1",,,"41.9","84.6"
"Walker, Taijuan","R","96.9","95.2","51.5",,,,"72.5"
"Erceg, Lucas","R","96.9","98.1","31.7","94.2",,"22.9",
"Suárez, Andrew","L","96.8","97.7",,"98.8",,"26.2","78.1"
"Duran, Jhoan","R","96.8",,,,,,"52.8"
"Cox, Austin","L","96.7",,"36.1","94.6",,"31.2","68.8"
"Weathers, Ryan","L","96.7","98.8",,"94.4",,,
"Varland, Gus","R","96.6",,,"91.5",,"36.8",
"Johnson, Pierce","R","96.6",,,,,"28.7","44.6"
"Ort, Kaleb","R","96.6",,"70.4",,,"57.6",
"Hernández, Carlos","R","96.5",,,,,"22.5",
"Williams, Devin","R","96.5",,"70.6","90.5",,,
"Strider, Spencer","R","96.5",,,"97.7",,"32.9",
"Ryu, Hyun Jin","L","96.4","96","58.9","98.7",,,"90.7"
"Skubal, Tarik","L","96.4","91.6",,"74.2",,"33.3",
"Kennedy, Ian","R","96.3",,"20.7",,,,
"Greene, Hunter","R","96.3",,,"94.4",,"40",
"Oller, Adam","R","96.2",,"55.8","95.8",,,
"Alcala, Jorge","R","96.2","96",,"91.3",,"28.4",
"Bieber, Shane","R","96.2",,"37.3","98",,"20.5",
"Chafin, Andrew","L","96.2","94.6",,,,"20",
"Garcia, Luis","R","96.1",,"48.3","98.4",,"43.8","58.6"
"Verlander, Justin","R","96.1",,,"97.9",,"31.6","68.5"
"García, Deivi","R","96.1",,"48.6","96.5",,,"75.7"
"Marte, Yunior","R","96","96",,,,"23.4",
"Lauer, Eric","L","95.9",,"57.7",,,"28.6","56.4"
"Ramirez, Nick","L","95.9","79.7",,"99.5",,,
"Garrett, Amir","L","95.9","95.4",,,,"33.2",
"Brigham, Jeff","R","95.9",,"57.6",,,,
"Sborz, Josh","R","95.9",,,,,"10.1","75.1"
"Karinchak, James","R","95.9",,,,,,"45.2"
"Nelson, Ryne","R","95.8",,"30.2","99.4",,"50.3","72.3"
"Ryan, Joe","R","95.7",,,,,"29",
"Hill, Garrett","R","95.7","95",,"98.5",,"19.4",
"Gray, Jon","R","95.5",,,"99.4",,"29.5","75.8"
"Nola, Aaron","R","95.5","93.8","38.7","99.3",,,
"Leiter Jr., Mark","R","95.4","89.2","52.2",,,,"96.9"
"Lambert, Jimmy","R","95.4",,,"99.3",,"19.8",
"Jackson, Jay","R","95.4","92.2",,,,"24.5",
"Falter, Bailey","L","95.4","94.6",,"90.5",,"58.7","65.8"
"Davies, Zach","R","95.4","94.5","66.4","99.4",,"22.8","62.7"
"Wingenter, Trey","R","95.4",,,,,"35",
"Ramsey, Lane","R","95.3",,,,,"30.5",
"Hill, Tim","L","95.3","91.2","79.5",,,"53.3",
"Sears, JP","L","95.3",,,"99",,"22.7",
"Alzolay, Adbert","R","95.3","94.4","56.4",,,"40.9",
"Anderson, Nick","R","95.3",,,,,,"27.9"
"Robertson, Nick","R","95.3",,,"98.9",,"46.9",
"Suarez, Robert","R","95.2","95.3",,"96.7",,"30.9",
"Clevinger, Mike","R","95.2","94.8","28.9","98.6",,"52.3","94.2"
"Canning, Griffin","R","95.2",,,"88.2",,"21.1","52.1"
"Devenski, Chris","R","95.2",,,"91.4",,"32.4",
"Bass, Anthony","R","95.2","91.3",,,,"42.2",
"Rodríguez, Yerry","R","95.1","93.3",,"99.5",,"33",
"Stephenson, Robert","R","95.1",,"18.9",,,"32.2",
"Kahnle, Tommy","R","95.1","98.4",,"98.7",,"34.8",
"Bradley, Taj","R","95.1",,"42.4",,,,"86.5"
"Zerpa, Angel","L","95","87.7",,"98.7",,"33",
"Cortes, Nestor","L","95",,"46.6","94.1",,"33.1",
"Scholtens, Jesse","R","94.9",,,"77",,"31","87.3"
"Winder, Josh","R","94.9","95.9",,"93.7",,"12.7","83.9"
"Ureña, José","R","94.9","92.5",,"95.1",,"42.7",
"Jackson, Luke","R","94.8",,,,,"36","64"
"Wilson, Steven","R","94.8",,,"99.3",,,
"Vest, Will","R","94.8","89.9",,"97.1",,"33.5",
"Pérez, Eury","R","94.8",,,"95.1",,"37.2","30.8"
"Jiménez, Joe","R","94.8",,,"92.5",,"33.5",
"Jarvis, Bryce","R","94.7",,,"97.9",,"46.1","89.8"
"Pearson, Nate","R","94.7",,,,,"38.6","85.3"
"Sale, Chris","L","94.6","92.3",,"99.2",,"61.9",
"DeSclafani, Anthony","R","94.6","93.2",,"96.1",,"42.6",
"Cole, Gerrit","R","94.5",,"54.1","99.2",,"26.7",
"Davidson, Tucker","L","94.4","89.2",,,,"39.6",
"Rodón, Carlos","L","94.4",,,"82.7",,"30","69.3"
"Abbott, Andrew","L","94.4",,,"92.9",,,"48.9"
"Gaddis, Hunter","R","94.4",,"70","98.7",,"44.7","81.6"
"Winn, Keaton","R","94.3","89.8",,,,"22",
"Herget, Kevin","R","94.2",,"31.8","98.3",,,"92.4"
"Scott, Tayler","R","94","92.4",,"82.3",,"51.7",
"Tapia, Domingo","R","94","90.7",,"99.5",,"32.7",
"Honeywell, Brent","R","93.8",,,"94.4",,,
"Houser, Adrian","R","93.8","89.6",,"88.4",,"33.4","93.7"
"deGrom, Jacob","R","93.7",,,"91.2",,"32.2",
"Scherzer, Max","R","93.7",,"39.6","99.1",,"20.4","77"
"Staumont, Josh","R","93.6","87.8",,,,"38.6","86.2"
"Cruz, Fernando","R","93.6",,"44.6",,,"39.1",
"Márquez, Germán","R","93.6","92.1",,,,"24.3",
"Abbott, Cory","R","93.6",,,,,"64.2",
"Cueto, Johnny","R","93.6","94.4","59.9","80.6",,"43.4",
"Alcantara, Sandy","R","93.6","93.2",,"90.3",,"21","28.5"
"Stone, Gavin","R","93.5","93.2","50.9","99.1",,"27.9",
"Kinley, Tyler","R","93.5",,,,,"41.1",
"Kopech, Michael","R","93.4",,,"91.6",,"33.4","62.5"
"Smith, Will","L","93.4",,,"95.9",,"26.1","61.8"
"Ward, Thaddeus","R","93.4","93.7","31","98.9",,,
"Rutledge, Jackson","R","93.3","98.6",,"96.1",,"14","77.3"
"Kerr, Ray","L","93.3",,,"97.3",,,"34.9"
"Vines, Darius","R","93.3",,"51.2","97.4",,"13",
"Anderson, Chase","R","93.3","92.5","53.8","99.4",,,"96.5"
"Javier, Cristian","R","93.2",,,"84.3",,"42.5",
"Patiño, Luis","R","93.2","89.6",,"98.9",,"36.7",
"Baker, Bryan","R","93.1",,,"90.6",,"46.5",
"Reyes, Denyi","R","93.1","93.6","61.3","98.1",,"45.7",
"Law, Derek","R","93.1","86.2","56.1","99",,"28","56.5"
"Shuster, Jared","L","93.1",,,"97.6",,"32.4",
"Taillon, Jameson","R","93","92.7","55.2","98.6",,"40.3","71.5"
"Jiménez, Dany","R","93",,,,,"12.7",
"Doyle, Tommy","R","93","94.4","56",,,"24.3",
"Gibaut, Ian","R","93",,"57.8","96.9",,,
"Wittgren, Nick","R","93",,"38.6","85.4",,"35.7",
"Liberatore, Matthew","L","93","90.7",,"98.8",,"22.3","94.2"
"Nogosek, Stephen","R","92.9",,"51.9","91.8",,,
"Sandoval, Patrick","L","92.9","94.4",,"98.1",,"35.9","69.2"
"Duarte, Daniel","R","92.8","95.2","52.1","98",,"54.7",
"McHugh, Collin","R","92.8",,"54.1",,,,"81.5"
"Phillips, Evan","R","92.8","91.6","55.7",,,,
"Thompson, Mason","R","92.7","86.3",,,,"28.7","86.5"
"Faedo, Alex","R","92.7",,,"96.6",,"24.9",
"Hoeing, Bryan","R","92.7","92.9",,"98.4",,"36.7",
"Puk, A.J.","L","92.7","90.1",,,,,
"Soto, Gregory","L","92.6","93",,,,"22.7",
"Wells, Tyler","R","92.6",,"64.6","94.3",,"36.3","75.6"
"Lively, Ben","R","92.6","92.9","74.3","96.7",,"54.6","78.1"
"Grove, Michael","R","92.6","90.7","51.9",,,"32.4",
"Morton, Charlie","R","92.5","94.3","35.6","99.4",,,"69.2"
"Kimbrel, Craig","R","92.5",,,,,,
"Pagán, Emilio","R","92.5",,"33.7",,,,"59"
"Loup, Aaron","L","92.5","94.7","14.5","98.9",,,"69.3"
"Severino, Luis","R","92.5","90.2","46.2","98.5",,"61.1",
"Brown, Hunter","R","92.4",,"49.3",,,,
"Curtiss, John","R","92.4",,,,,"21.6",
"Hamilton, Ian","R","92.4","86.2",,,,"26.2",
"Snell, Blake","L","92.4",,,"98.5",,"46","72.2"
"Ruiz, José","R","92.3","91.9",,"96",,,"47.4"
"Farmer, Buck","R","92.3",,,"83.2",,"24.4",
"Ortiz, Luis L.","R","92.2","87.7",,"98.4",,"18.7",
"Weaver, Luke","R","92.2",,"64.5","76.4",,"37.1","52"
"Guerra, Javy","R","92.2","95.2",,,,"35.8",
"Gilbert, Tyler","L","92.1","91.8","42.4",,,,
"Cabrera, Edward","R","92.1","87.4",,"95.7",,"25.7","64.7"
"Graveman, Kendall","R","92.1","93.6",,"89.4",,"28.8","61.1"
"Winans, Allan","R","92.1","89.2",,"77.4",,"57.6",
"Waldichuk, Ken","L","92",,,"98.5",,,"83.5"
"Thielbar, Caleb","L","91.9",,,,,"48.8","93.4"
"Martin, Chris","R","91.9","84.4","54.6",,,"29.6",
"Brito, Jhony","R","91.8","91.1",,"98.5",,"27.5","50.1"
"Berríos, José","R","91.8","96.1",,"98.2",,,
"Kikuchi, Yusei","L","91.8",,,"84.3",,"26.2","40.2"
"Bello, Brayan","R","91.7","90.6","31.3","99.3",,"41.3",
"Varland, Louie","R","91.6","90.7","37.8","92.4",,,
"Murphy, Chris","L","91.6",,,"98.3",,"47","91.7"
"Gore, MacKenzie","L","91.6",,,"93.2",,"40.6","49.6"
"Bido, Osvaldo","R","91.6","91.2","25.3","93.6",,"35.4",
"Long, Sam","L","91.5",,,"99.7",,"10.3","75.2"
"Crochet, Garrett","L","91.5",,,"98.7",,"36.9",
"Sanmartin, Reiver","L","91.5","91",,"89.6",,"30.3",
"Suarez, José","L","91.4","89.4",,"88.9",,"32.6",
"De Los Santos, Enyel","R","91.3",,,"97.8",,"20.4",
"Smith, Drew","R","91.3",,,"99",,"43.6","75"
"Chargois, JT","R","91.2","95.1",,,,"17.2",
"Hill, Rich","L","91.2","86.2","41.9","85.6",,"50.3","95.8"
"Smeltzer, Devin","L","91.2",,"43.5","82.1",,,"77.9"
"Barria, Jaime","R","91.2","89.8",,"99.3",,"35.1",
"Irvin, Jake","R","91.2","87.2",,"83.2",,,"70.9"
"Speier, Gabe","L","91.2","92.2",,"92.2",,"26.8",
"Ortiz, Luis F.","R","91.1","87.5",,"94",,"22.1","77.4"
"Brazoban, Huascar","R","91","86.3","20","81.1",,,
"Chapman, Aroldis","L","90.9","89.8",,,,"36.9",
"Adon, Joan","R","90.9","89.4",,"82.5",,"39.5","57.6"
"Okert, Steven","L","90.9",,,,,"42.8",
"Bazardo, Eduard","R","90.8","89.9",,,,"55.1",
"Peralta, Sammy","L","90.7",,,"99.4",,"36.1",
"Phillips, Connor","R","90.6",,,,,,"75.3"
"Ober, Bailey","R","90.6",,,"99.4",,"40.8","76.1"
"Blackburn, Paul","R","90.5","87","51.3","78.5",,"67.3","88.3"
"Cease, Dylan","R","90.5",,,"88.9",,"26.3",
"Frías, Luis","R","90.4",,"40.9","79.3",,"61.7",
"Mlodzinski, Carmen","R","90.4",,"48.6","92.4",,,
"Civale, Aaron","R","90.4","86.2","48.1",,,"47.4","79.9"
"May, Dustin","R","90.3","86.8","43.3","97.9",,,"55.7"
"Middleton, Keynan","R","90.2",,,"84.8",,"21.2",
"Almonte, Yency","R","90.2","89.1",,"98.3",,,
"Flexen, Chris","R","90.2","93.5","54.4","97.8",,"44.6","82.4"
"Chirinos, Yonny","R","90.2","89.7",,,,"43.4",
"Manning, Matt","R","90.2",,,"97.5",,,"84.5"
"Helsley, Ryan","R","90.1",,,,,"27.1","59.2"
"Hicks, Jordan","R","90","84.9",,,,"41.7",
"Brasier, Ryan","R","90","89.9","56.4",,,"38.3",
"Clarke, Taylor","R","90",,,"95.5",,"39.8",
"Merryweather, Julian","R","90",,,"97.6",,"25.9",
"Soriano, José","R","89.9","91.3",,,,"17.1","71.9"
"Miller, Mason","R","89.9",,"43.7","86.7",,"52.6",
"Martinez, Nick","R","89.8","90.8","56.8","80.3",,,"76.1"
"Cisnero, José","R","89.8","90.6","31","77.2",,"36.1",
"Beeks, Jalen","L","89.7",,"21.5","89.1",,"22.8",
"Alexander, Tyler","L","89.7","92.3","54.3","98.3",,"29",
"Bibee, Tanner","R","89.7",,,"97",,"46.4","73.8"
"Megill, Trevor","R","89.7",,,,,,
"Romano, Jordan","R","89.6",,,,,"36.3",
"Ferguson, Caleb","L","89.6",,"28.2",,,,
"Woodruff, Brandon","R","89.6","89.2",,"86",,"24.6","49.7"
"Moran, Jovani","L","89.5",,,"86.9",,"25",
"Fleming, Josh","L","89.5","87.4",,"82.9",,,"47.7"
"Corbin, Patrick","L","89.5","85.9",,"98.7",,"21.2",
"Stripling, Ross","R","89.4","86.2",,"88.8",,"41.7",
"Megill, Tylor","R","89.3",,,"92.2",,"29.8","80"
"Senga, Kodai","R","89.2",,"54.2",,,"18","63.8"
"Contreras, Roansy","R","89.1",,,"98",,"34.9","85.8"
"Cano, Yennier","R","89.1","88.9",,"99.5",,"24.7",
"Castillo, Luis","R","89.1","91.8",,"91.7",,"12.6",
"Lugo, Seth","R","89","84.2",,"73.7",,"37.1","83.8"
"Voth, Austin","R","89",,"51.9",,,,"77.9"
"Young, Alex","L","89","84.3",,"82.4",,,"22.9"
"Kauffmann, Karl","R","88.9","93.2","66.5","88.4",,"30.2",
"Hunter, Tommy","R","88.9","82.5","64.5","65.9",,,"46.7"
"Graterol, Brusdar","R","88.8","90.4","69.7",,,"34.7",
"Perdomo, Angel","L","88.8",,,"91.7",,"39.6",
"Montero, Rafael","R","88.8","85.4",,"92.2",,"28.5",
"Richardson, Lyon","R","88.7","85.5",,"93.1",,"15","66.1"
"Garza, Justin","R","88.7","93.8","35.1","89.6",,"33.4",
"Muñoz, Andrés","R","88.7","85.3",,,,"34.2",
"Battenfield, Peyton","R","88.7",,"48.2","88.4",,,"54.2"
"Jameson, Drey","R","88.6","87",,"84.6",,"28.6","52.9"
"Ginkel, Kevin","R","88.5","91.8",,,,"21",
"Burke, Brock","L","88.5","85.7",,"80.6",,"30.3",
"Assad, Javier","R","88.5","90","56.9","99.2",,"50.2","71.4"
"Mantiply, Joe","L","88.4","89.3",,"98.7",,,"43.8"
"Allen, Logan","L","88.4",,"49.4","77.9",,"40.2",
"Francis, Bowden","R","88.4",,,,,"35.2","91.5"
"Tarnok, Freddy","R","88.3",,,"93.6",,"22.2","73.1"
"Minter, A.J.","L","88.3",,"30","91.1",,,
"Kaprielian, James","R","88.2","87.7",,"65.3",,"33.1","70.3"
"Kirby, George","R","88.2","86",,"99.3",,"55.9",
"Mayers, Mike","R","88.2","91.5","52.3","87.1",,"36.4","81.3"
"Wilson, Bryse","R","88.2","84.2","51.8",,,,"69.3"
"Hand, Brad","L","88.2","91.1",,,,,
"Spiers, Carson","R","88.1","85.7","45.9","93.5",,"51.2",
"Olson, Reese","R","88.1","90.7",,"70.4",,"41.9","92"
"Webb, Jacob","R","87.9",,,"99.5",,,
"Newcomb, Sean","L","87.7","82.7",,,,,"73.9"
"Fairbanks, Pete","R","87.7",,,,,"43.3",
"Neris, Héctor","R","87.6","86.9",,,,"30.3",
"Bellatti, Andrew","R","87.5",,,"94.6",,"31.3",
"Mikolas, Miles","R","87.4","83.6",,"93",,"28","81"
"Garrett, Reed","R","87.4","85.9",,,,"34.3",
"Gott, Trevor","R","87.4","86.7","53","98.6",,,"87"
"Keller, Mitch","R","87.4","82.3","38.2","95.1",,,"93"
"Gibson, Kyle","R","87.4","83.9","62.5","79.3",,,"62.7"
"Waldron, Matt","R","87.3","84.8","46.5",,,,
"Jax, Griffin","R","87.2","86","43.7","84.6",,,
"Sims, Lucas","R","87.1",,,,,"47.9","82.8"
"Feltner, Ryan","R","87","82",,"65.9",,"43.7","61.7"
"Boxberger, Brad","R","87",,,"87",,"48.8",
"Peralta, Freddy","R","87",,,"93.7",,"34.8","56.1"
"Lyles, Jordan","R","87","80.9","45.3","91.1",,,"85.2"
"Henry, Tommy","L","86.7",,,"88.2",,"22.2","73.7"
"Hentges, Sam","L","86.7","82.2",,,,"23","89.5"
"Lynch IV, Daniel","L","86.7","82.9",,"93.2",,"42.6",
"Holton, Tyler","L","86.7","90.8","47.4","97.4",,"40.5","78.6"
"Miley, Wade","L","86.6","85.4","53.9","88.3",,"34","62"
"Romero, JoJo","L","86.5","85.9",,"98.9",,"31.1",
"Hall, DL","L","86.5",,,"93.8",,"38.1","71.9"
"Germán, Domingo","R","86.5","86.3",,"88.9",,,"9.8"
"Wicks, Jordan","L","86.5","92.9","50.9","93.8",,"43.2","67.7"
"Sands, Cole","R","86.4","81.9","34.5",,,,"72.4"
"Crismatt, Nabil","R","86.4","84",,"75.9",,"49.1","95.9"
"Nardi, Andrew","L","86.4",,,,,"43.2",
