"last_name, first_name","pitch_hand","active_spin_fourseam","active_spin_sinker","active_spin_cutter","active_spin_changeup","active_spin_fastball","active_spin_slider","active_spin_curve"
"Walker, Taijuan","R","95.2","100","36.7",,,,"75.3"
"Salazar, Danny","R","95.2","98.6",,"66.4",,"28.9","52.9"
"Newcomb, Sean","L","95.1",,,"93.1",,"68.4","80.7"
"Benoit, Joaquín","R","95","94.8",,"89.3",,"32.3",
"Farmer, Buck","R","95","94.8",,"84.2",,"21",
"Severino, Luis","R","95",,,"95.7",,"35.6",
"Peacock, Brad","R","95","99",,"99.1",,"51.9","84"
"Paxton, James","L","94.9",,"33.5","82.7",,,"57.2"
"Foltynewicz, Mike","R","94.9","98.5",,"97.1",,"30.4","33.7"
"Urías, Julio","L","94.9",,,"100",,"33.9","30.2"
"Rogers, Taylor","L","94.9","99.4",,"90.5",,,"64.9"
"Volquez, Edinson","R","94.9","93",,"82",,,"54.9"
"Hellickson, Jeremy","R","94.8","94.6","68.8","72.6",,,"71.3"
"Barnes, Matt","R","94.7",,,,,"39.5","70"
"Ynoa, Michael","R","94.7","99.5",,"100",,"37.3","49.9"
"Bundy, Dylan","R","94.7","98.8",,"91.5",,"25.8","67.5"
"Goody, Nick","R","94.7",,,,,"30.3",
"Gee, Dillon","R","94.6","95","39.6","94.6",,,"69.8"
"Belisle, Matt","R","94.6","87",,,,"48.2","67.4"
"Santana, Ervin","R","94.6","92.5",,"100",,"43.5",
"Gsellman, Robert","R","94.5","100",,"100",,"39.9","50.8"
"Saupold, Warwick","R","94.5","97.9",,"92.4",,"32.4","68.1"
"Cessa, Luis","R","94.5",,,"84.9",,"16.8","39.2"
"Eickhoff, Jerad","R","94.4","95",,,,"48.6","44.1"
"Rodney, Fernando","R","94.4","96.1",,"92.9",,,
"Goldberg, Brad","R","94.3","100",,"92.9",,"27.5",
"De La Rosa, Jorge","L","94.3",,"41.9",,,,"75.6"
"Paulino, David","R","94.3",,,"98.9",,"18.6","89.5"
"Carrasco, Carlos","R","94.2","94.6",,"78.1",,"19.6","35.1"
"Bonilla, Lisalverto","R","94.2","91.6",,"80.4",,,"33.9"
"Pagán, Emilio","R","94.2","88.2","22.4",,,,
"Díaz, Miguel","R","94.1","100",,"96.1",,"44.7",
"Turley, Nik","L","94",,,,,,"65.8"
"Morin, Mike","R","93.8",,,"74",,"26.4",
"Stripling, Ross","R","93.8",,,"82",,"44.7","65.5"
"Karns, Nate","R","93.7","98.8",,"93.9",,,"48.5"
"Haley, Justin","R","93.7",,,"94",,"28.6","61.8"
"Cole, A.J.","R","93.7","90.3",,"77.5",,"48.6","34.6"
"Gallardo, Yovani","R","93.7","88.9",,"90.5",,"43.5","45.7"
"Garza, Matt","R","93.7","100",,"99.6",,"33.4","76.4"
"Díaz, Edwin","R","93.7",,,,,"19.4",
"Santana, Edgar","R","93.6","96.1",,,,"23.6",
"Ellington, Brian","R","93.6","91",,"94.5",,,"31.3"
"Glover, Koda","R","93.6","100",,"89.9",,"47.8","68.4"
"Meyer, Alex","R","93.5","95.8",,,,"49.2","46.1"
"Roark, Tanner","R","93.5","95.6",,"84.6",,"39","82.4"
"Dunn, Mike","L","93.5",,,,,"38.1","79"
"Smith, Joe","R","93.4","98.9",,,,"69",
"Hernandez, David","R","93.3","94.1","28.8",,,,"55.4"
"Montgomery, Jordan","L","93.3","98.5",,"95.5",,"34.3","23.1"
"Ravin, Josh","R","93.3","82",,,,"37.3",
"Tepera, Ryan","R","93.3","100","25.8",,,,
"Infante, Gregory","R","93.2",,,,,"34.5","58.1"
"Chapman, Aroldis","L","93.2",,,"92.3",,"63.2",
"Rosenthal, Trevor","R","93.1",,,"98.3",,"30.4",
"Mejía, Adalberto","L","93","92.1",,"95.1",,"29.7","25.1"
"Kahnle, Tommy","R","92.9","89",,"100",,"33.6",
"Colomé, Alex","R","92.9",,"32.7","53.9",,,
"Eflin, Zach","R","92.8","93.1",,"87.4",,"39.2","64.1"
"Whitley, Chase","R","92.7",,,"96.4",,"23.1",
"Martinez, Nick","R","92.7","97.4","51","97.5",,,"44.7"
"Banda, Anthony","L","92.6",,,"86.7",,,"64.4"
"Cashner, Andrew","R","92.6","96.7",,"92.8",,"30.7","46.1"
"Miley, Wade","L","92.6","100","44.3","93.6",,"28.3","63.5"
"Hammel, Jason","R","92.6","99.4",,"99.5",,"23.8","72.9"
"Logan, Boone","L","92.6","94.7",,,,"20.1",
"Phelps, David","R","92.6","100","59.5",,,,"58.5"
"Maddox, Austin","R","92.5","97.2",,"96.3",,,
"Altavilla, Dan","R","92.5","92.2",,,,"37.6",
"Rodríguez, Joely","L","92.5","99.9",,,,"25.3",
"Ray, Robbie","L","92.5","93.4",,,,"27.7","38"
"Koehler, Tom","R","92.3","99.6",,"91.2",,"33.6","77.3"
"Smoker, Josh","L","92.3",,,,,"53",
"Goeddel, Erik","R","92.3",,,"81.8",,,"71.7"
"Alburquerque, Al","R","92.2","100",,,,"31.7",
"Scott, Robby","L","92.1","89.8",,"85.1",,"84","84.5"
"Otero, Dan","R","92.1","95.4",,"85.6",,"20.5",
"González, Gio","L","92","94.9",,"85.6",,,"82.7"
"Guerra, Junior","R","92","97.2",,,,"47.5",
"Busenitz, Alan","R","92","95.5",,,,,"48.2"
"Garton, Ryan","R","91.9",,"33.1",,,,"79.8"
"Wheeler, Zack","R","91.8","100","21.5","96.7",,,"55.2"
"Nova, Iván","R","91.6","98.6",,"97",,,"35.6"
"Hendriks, Liam","R","91.6","92",,,,"28.4","55"
"Flexen, Chris","R","91.6","100","31","94.4",,,"65"
"Gohara, Luiz","L","91.5","98.7",,"95.2",,"30.9",
"Feliz, Michael","R","91.4",,,,,"29.6",
"Lugo, Seth","R","91.4","100","69.4","93.6",,"32.8","79.4"
"Perdomo, Luis","R","91.4","100",,,,"31.1",
"Weaver, Jered","R","91.3","98.1",,"97.6",,"41.6","33.8"
"Gonzales, Marco","L","91.3",,,"88.6",,,"56.3"
"Familia, Jeurys","R","91.1","100",,,,"18",
"Anderson, Brett","L","91","98",,"96.1",,"38.8","69.5"
"Jiménez, Ubaldo","R","90.9","99.3","73.9",,,"44","64.7"
"Davis, Rookie","R","90.9","96.9","33.6","92.3",,"32.8",
"Mayza, Tim","L","90.9",,,,,"17.9",
"Leiter Jr., Mark","R","90.9","97.8",,,,"34.3","82.4"
"Morgan, Adam","L","90.9","98.7",,"92.6",,"47.6","51"
"Sale, Chris","L","90.8","92.6",,"94.1",,"61.6",
"Nuño, Vidal","L","90.7",,,"91.4",,"46.4","58.7"
"Quintana, Jose","L","90.6","100",,"91",,"71","54"
"Buchter, Ryan","L","90.6",,"48.3",,,,"71.6"
"Bradley, Archie","R","90.5",,,,,"59.5","71.3"
"Alcántara, Raúl","R","90.5","97.4",,"92.8",,"34.1",
"Boyd, Matthew","L","90.4","92.8",,"87.4",,"42.9","57"
"Kimbrel, Craig","R","90.4",,,,,,"63.3"
"Bailey, Homer","R","90.4","95.6",,,,"38.6","67"
"Neris, Héctor","R","90.3","92.1",,,,,
"Bumgarner, Madison","L","90.3",,"49.3","85.3",,,"45.6"
"Casilla, Santiago","R","90.3","94.9",,"95.2",,"46.7","67.5"
"Hoyt, James","R","90.3","98",,"90.2",,"29.6",
"Bush, Matt","R","90.3","95","28.5",,,"47.1","68.5"
"Jiménez, Joe","R","90.2",,,"74.6",,"33.8",
"Faria, Jake","R","90.1",,,,,"26.2","55.3"
"Conley, Adam","L","90.1",,,"95.4",,"28.7",
"Minaya, Juan","R","90.1","87.6",,"83",,"35.9","25.8"
"Ríos, Yacksel","R","90.1","95.7",,,,"26.5",
"Duffey, Tyler","R","90","87.3",,"95.9",,,"62.5"
"Germán, Domingo","R","90","93.2",,"94.5",,,"44.8"
"Brice, Austin","R","89.8","88.9",,,,"27.1","50.8"
"Oh, Seunghwan","R","89.8",,"28.3","98",,"25.1",
"Okert, Steven","L","89.8","99.1","52.6","97.4",,"38.3",
"LeBlanc, Wade","L","89.8","93.7","56.5","74.7",,"47.1","52.7"
"Colon, Bartolo","R","89.7","92.5",,"88.1",,"30.7",
"Milone, Tommy","L","89.7","84.3","78.1","75.1",,"31.2","49.6"
"Price, David","L","89.7","91.6","34.8","87",,,"46.3"
"Hamels, Cole","L","89.6","91.1","47.4","87.5",,,"53"
"Treinen, Blake","R","89.6","92.6",,"92.3",,"21.4",
"Clevinger, Mike","R","89.5",,,"94.3",,"70.1","70.1"
"Garrett, Amir","L","89.4",,,"93.3",,"33.9",
"Davis, Wade","R","89.4","79.8","40.7",,,,"54"
"Kela, Keone","R","89.3",,,,,,"36"
"Strop, Pedro","R","89.3","97.9",,,,"22.3",
"Osuna, Roberto","R","89.2","95.5","50.4","97",,"29.2",
"Holland, Greg","R","89.2",,,,,"33.6","57.3"
"Krol, Ian","L","89.1","95.3",,,,"34.1","64.1"
"Stammen, Craig","R","89.1","100","29.2","100",,,"72.2"
"Fiers, Mike","R","89.1","96.2","52.4","88.9",,"29.8","95.8"
"Locke, Jeff","L","89","92.4",,"81",,,"60.6"
"Green, Chad","R","89",,"34.4",,,"21.8",
"Pérez, Martín","L","89","94.1",,"89.2",,"28.5","41"
"Kelley, Shawn","R","89",,,,,"29.5",
"Workman, Brandon","R","88.9",,"34",,,,"67.2"
"Montgomery, Mike","L","88.8",,"38.2","92",,,"63.5"
"Giles, Ken","R","88.8",,,,,"17.1",
"Scherzer, Max","R","88.8","83.4","36.4","83",,"28.1","57.1"
"Archer, Chris","R","88.8",,,"84.9",,"20.6",
"Hughes, Jared","R","88.8","94.1",,,,"30.4",
"Weaver, Luke","R","88.7",,"50.8","78.7",,,"50.9"
"Wilson, Alex","R","88.7","91.2",,,,"42.7","39.8"
"Ross, Joe","R","88.7","88.3",,"80.9",,"42.3",
"Ramírez, Erasmo","R","88.6","93.4","57","88.8",,"28.3",
"Lawrence, Casey","R","88.6","95.8",,"97.6",,"42.2",
"Velasquez, Vince","R","88.6","81.5",,"78.7",,"41.9","60.4"
"Miller, Andrew","L","88.6",,,,,"54.6",
"Warren, Adam","R","88.5",,,"99.7",,"35.3","61"
"Sipp, Tony","L","88.4","86.8",,,,"20.4",
"Miller, Shelby","R","88.3","100","42.8",,,,"45.4"
"Mariñez, Jhan","R","88.2","98.8",,"100",,"20",
"Happ, J.A.","L","88.2","76.5",,"83.7",,"34.6","35.5"
"Cingrani, Tony","L","88.2",,,"86.8",,"45.8",
"Wittgren, Nick","R","88.2","81.3",,"79.6",,"32.2",
"Cueto, Johnny","R","88.1","93.6","59.8","70.1",,"41.3",
"Castro, Simon","R","88.1",,,,,"25.8",
"Márquez, Germán","R","88","90.6",,"70.1",,"50.4","56.9"
"Jeffress, Jeremy","R","88","100",,,,,"58.2"
"Leone, Dominic","R","88","91.6","27.4",,,"29",
"Paredes, Eduardo","R","87.9","83.7",,"88.4",,"16.9",
"Brothers, Rex","L","87.9",,,,,"20",
"Lively, Ben","R","87.8","93.2",,"89.8",,"37","64"
"Sánchez, Aníbal","R","87.7","91.1","67.6","74.5",,"38.6","33.7"
"Tanaka, Masahiro","R","87.7","92","47.9",,,"27.9","55.4"
"Tazawa, Junichi","R","87.7",,,"84.3",,,"77.4"
"Wood, Blake","R","87.6","100",,,,"31.3",
"Duffy, Danny","L","87.6","95.5",,"74.7",,"40.9",
"Lyles, Jordan","R","87.6","95.8",,"80.9",,"42","48.5"
"Wisler, Matt","R","87.5","93.5",,,,"44.6","63.4"
"Pill, Tyler","R","87.5","97.8",,"83.7",,"23.9","39"
"Nelson, Jimmy","R","87.4","84.7",,"55",,"36.3","56.6"
"Robertson, David","R","87.3",,"70.6",,,"47.9","68.1"
"deGrom, Jacob","R","87.2","96.4",,"91.9",,"27","37.9"
"Bedrosian, Cam","R","87.1",,,,,"43.1",
"Chafin, Andrew","L","87.1","91.6",,,,"23.3",
"Holmberg, David","L","87.1","90.6",,"76.8",,"41.6","89.4"
"Herrera, Kelvin","R","87","96.4",,"98",,"32.1",
"Barbato, Johnny","R","87","89.8",,,,"27.2","65.9"
"Cobb, Alex","R","86.9","100",,,,,"77"
"Brault, Steven","L","86.9","90.2",,"79",,"37.3",
"Lackey, John","R","86.9","90.5","28.4","91.6",,,"42.3"
"Andriese, Matt","R","86.9",,,"31.8",,"18.9","63.6"
"De Jong, Chase","R","86.9","96.9",,"95.2",,"23.6","53.6"
"Montas, Frankie","R","86.8","92.8",,"100",,"38",
"Estévez, Carlos","R","86.8","91.3",,"82.2",,"41.1",
"Barrett, Jake","R","86.6",,,,,"23.5",
"Santiago, Héctor","L","86.5","100","50.3","99.9",,"31.6","53.3"
"Richard, Clayton","L","86.4","72.4",,"75.7",,"32.6",
"Blanton, Joe","R","86.4","86.4",,"74.4",,"37.6","45.5"
"Shoemaker, Matt","R","86.4","93.4",,,,"22.7","49.8"
"McHugh, Collin","R","86.4","83.1","24.2",,,"52.4","83.5"
"Hembree, Heath","R","86.3",,,,,"34.5","56.2"
"Tuivailala, Sam","R","86.3","96.8",,,,"24","78.3"
"Osich, Josh","L","86.2","86.8","45.4","98.2",,"25.9",
"Chacín, Jhoulys","R","86.2","100",,"92",,"59.5","55.8"
"Middleton, Keynan","R","86.1",,,,,"23.5",
"Pomeranz, Drew","L","86.1","87.4","40.2","84.3",,,"85.1"
"Storen, Drew","R","86.1","94.4",,"69.1",,"60.8",
"Wood, Travis","L","85.9","93.9","65.1","78.4",,"55.9","85.4"
"Arroyo, Bronson","R","85.9","78","80.7","75",,"62.3","63.3"
"Soria, Joakim","R","85.8",,,"81",,"45.2","93.2"
"Lester, Jon","L","85.7","82.1","49.1","78.1",,,"51.9"
"Latos, Mat","R","85.6","91",,"85.9",,"32.5",
"Montero, Rafael","R","85.6","92.1",,"94.1",,"28.4",
"Wright Jr., Mike","R","85.5","94.1",,"95.8",,"22.2",
"Snell, Blake","L","85.4",,,"91.7",,"32.9","60.8"
"Zimmermann, Jordan","R","85.4","88.9",,"79.8",,"33.9","42.3"
"Norris, Bud","R","85.3","92.4","33.9",,,"30.3",
"Betances, Dellin","R","85.2",,,,,"66.7","54"
"Romo, Sergio","R","85.1","98.4",,"97.7",,"71.6",
"Petit, Yusmeiro","R","85",,"68.6","87.6",,,"61.2"
"Reed, Cody","L","84.9",,,"82.5",,"40.1",
"Skoglund, Eric","L","84.9","74",,,,"35.2","43.3"
"Porcello, Rick","R","84.8","89.6",,"88",,"26.1","77.1"
"Pinto, Ricardo","R","84.7","92.9",,"87.8",,"31.4",
"Rusin, Chris","L","84.7","91.8","36.3","85.9",,"25.1",
"Rodriguez, Eduardo","L","84.5","86.7","39.9","92.1",,"26",
"Skaggs, Tyler","L","84.5","86.1",,"52.3",,,"91.6"
"Nola, Aaron","R","84.5","86.7",,"78.4",,,"95.9"
"Glasnow, Tyler","R","84.5","91.8",,"75.9",,,"72.2"
"Rodón, Carlos","L","84.4","94",,"73.7",,"45.5",
"Greene, Shane","R","84.4","93.2","43.8",,,"63.5",
"McCarthy, Brandon","R","84.3","84.1","67.8","87",,"49.4","71.3"
"Worley, Vance","R","84.2","86.4","48.1",,,,"66.8"
"Liriano, Francisco","L","84.2","86",,"83.7",,"29.9",
"Romano, Sal","R","84.2","100",,"90.1",,"22",
"Hudson, Daniel","R","84","83.5",,"100",,"19.2",
"Ramos, AJ","R","83.9","90.2",,"87.3",,"54.2","77.5"
"Parker, Blake","R","83.9",,,,,,"62.2"
"Stephens, Jackson","R","83.7","96.8",,"95",,"33.9","68.8"
"Fulmer, Michael","R","83.7","98.7","35.6","73.6",,,
"Nolasco, Ricky","R","83.7","93.1",,,,"32.3","90.5"
"Flaherty, Jack","R","83.7","88.3",,"100",,"31.8","81.3"
"Alvarez, Jose","L","83.7","92.1","35.6","76.1",,"29.9","37"
"Broxton, Jonathan","R","83.6","89.3",,,,"29.4",
"Lyons, Tyler","L","83.6","90.3",,"82.8",,"80.3",
"Chatwood, Tyler","R","83.6","85.3","36.3","62.8",,,"73.3"
"Cecil, Brett","L","83.5","93.6","49.2","84.8",,,"29.9"
"Gaviglio, Sam","R","83.5","85.1",,"88",,"25.6","38.4"
"Johnson, Jim","R","83.5","94.8",,"95.4",,,"58.5"
"Arrieta, Jake","R","83.3","89.4",,"83.6",,"39.4","79"
"Martinez, Carlos","R","83.2","95.8",,"87.3",,"48.1","49"
"Norris, Daniel","L","83","80.5",,"74.1",,"31.2","77"
"Duensing, Brian","L","83","98.3",,"91.3",,"41.3","73.7"
"Vincent, Nick","R","82.9","80","49.2","95.2",,,
"Biagini, Joe","R","82.9","98.5","44.7","97",,,"77.1"
"Lynn, Lance","R","82.7","82.5","37.2","81.4",,,"50.9"
"Senzatela, Antonio","R","82.6",,,"71.6",,"42","61.2"
"Bowman, Matt","R","82.6","94.9",,,,"43",
"Ynoa, Gabriel","R","82.5","93.8",,"98.6",,"23.2",
"Brach, Brad","R","82.4","73.2","63.8","81.5",,"34.1",
"Suárez, Albert","R","82.3","96",,"84.5",,"36","83.1"
"Freeman, Sam","L","82.2","94.3",,,,,"35.9"
"Barnes, Jacob","R","82.2",,"33",,,,
"Stumpf, Daniel","L","82.1","81.8",,"83.1",,"25.5",
"Shields, James","R","82","78.6","32.2","96.4",,,"46.1"
"Junis, Jakob","R","82","88.3",,"57",,"57.7","55.6"
"Samardzija, Jeff","R","81.9","91.2","60",,,"43.4","45.2"
