"last_name, first_name","pitch_hand","active_spin_fourseam","active_spin_sinker","active_spin_cutter","active_spin_changeup","active_spin_fastball","active_spin_slider","active_spin_curve"
"Holland, Derek","L","81.9","87",,"80.9",,"28.9","27.1"
"Reed, Addison","R","81.8",,,,,"28",
"Velázquez, Hector","R","81.8","84",,"70.3",,"30.4",
"Smith, Josh A.","R","81.7","77.6","49.8",,,"26.3","56.3"
"Tillman, Chris","R","81.7","89.7",,"90.3",,"29","84.8"
"Tomlin, Josh","R","81.7","87.9","52","85.4",,,"67.6"
"McCullers Jr., Lance","R","81.6","80.7",,"92.8",,,"56.9"
"Boyer, Blaine","R","81.5","86.1",,,,"29","57.4"
"Woodruff, Brandon","R","81.5",,,"91",,"25.9",
"Hoover, J.J.","R","81.2","86.9",,,,"32.8","63.6"
"Scribner, Troy","R","81.2",,,"76.5",,"34.9","94.1"
"Freeland, Kyle","L","81.1","82.1",,"79.1",,"36.8","31.3"
"Quackenbush, Kevin","R","81",,,,,"24.1","84.3"
"Brady, Michael","R","80.9","93.8","36.5","85",,,"55.9"
"Taillon, Jameson","R","80.9","86.2",,"81.2",,,"73.7"
"Overton, Dillon","L","80.8",,,"78.4",,"89.4","45.3"
"Torres, José","L","80.8","90.9",,"70.7",,"31.5",
"Hughes, Phil","R","80.7","82.1","46.9","84",,,"54.3"
"Greinke, Zack","R","80.6","87.5",,"78.7",,"33.9","80.5"
"Hernández, Ariel","R","80.4",,,"89.3",,,"36.7"
"Darvish, Yu","R","80.3","84","35.2","76.1",,"75.4","88.4"
"Law, Derek","R","80.3",,,"84.2",,"39.7","53.8"
"Turner, Jacob","R","80.3","86.1",,"76.2",,"32.1","34.9"
"Kontos, George","R","80.3","92.3","33.5",,,"51.7",
"VerHagen, Drew","R","80.3","87.9",,,,"42.3","83.6"
"McGowan, Dustin","R","80.2","85.8",,"79.1",,"34.5",
"Teheran, Julio","R","79.9","90.9",,"94.3",,"29.4","57.1"
"Johnson, Brian","L","79.8",,,"83",,"43.8","77.3"
"Blevins, Jerry","L","79.8",,,"81.7",,,"87.2"
"Hendricks, Kyle","R","79.7","82.3","84","70.7",,,"73.1"
"Barraclough, Kyle","R","79.6",,,"84.3",,"61.3",
"Strahm, Matt","L","79.5",,"48.6","64.3",,,"82.1"
"Blach, Ty","L","79.4","100",,"98.3",,"18.8","44.5"
"Valdez, César","R","79.3","84.5",,"77.1",,"27.7",
"Despaigne, Odrisamer","R","79.2","86.7","27.5","81",,,"73.7"
"Armstrong, Shawn","R","79.1","87.2","43.9",,,"46.9",
"Guduan, Reymin","L","79.1",,,,,"23.2",
"Bell, Chad","L","79.1","97.8","28","89.8",,"31.9",
"Ottavino, Adam","R","79.1","85.9",,,,"77.3",
"Leclerc, José","R","78.9","89.4","32.7","76",,"31.7","53.1"
"Bolsinger, Mike","R","78.8",,"74","72.1",,"43.2","61.2"
"Abad, Fernando","L","78.7","82.6",,"90.5",,,"50.2"
"Díaz, Jumbo","R","78.6","84",,,,"35.2",
"Iwakuma, Hisashi","R","78.4","86.6","30.4",,,,"64.6"
"Boxberger, Brad","R","78.4",,,"98.5",,"30.1",
"Cain, Matt","R","78.4","86.7",,"68",,"33.7","69.3"
"Ramírez, JC","R","78.3","85.8",,,,"33.1","70.5"
"Ramos, Edubray","R","77.9",,,,,"52.7","48.7"
"Bettis, Chad","R","77.8","77.7","48.6","66.1",,,"60.1"
"Santos, Luis","R","77.7",,,"87.3",,,"30.9"
"Wright, Daniel","R","77.6","81",,"83.5",,"25.7","77.1"
"Hunter, Tommy","R","77.5","84.5","44.6",,,,"49.7"
"Sims, Lucas","R","77.5","92.2",,"90.4",,"35.8","72.1"
"O'Day, Darren","R","77.5","84",,,,"36.8",
"Axford, John","R","77.5","91.6",,,,"47.7","80.1"
"Blackburn, Paul","R","77.4","72.7",,"77.4",,"34","85.8"
"Graveman, Kendall","R","77.4","94.3","42.9","80.8",,"56.7",
"Williams, Trevor","R","77.4","92.2",,"95.9",,"31.2","44.4"
"Chavez, Jesse","R","77.3","91.4","66.8","87.1",,"27.2","81.1"
"García, Luis","R","77.3","82.8",,,,"54.5",
"Strickland, Hunter","R","77.3","82.3",,,,"51.5",
"Pruitt, Austin","R","77.2","84.4",,"74.1",,"25.1","56.5"
"Edwards Jr., Carl","R","77.2",,,,,,"64.4"
"Feldman, Scott","R","77.1","84.1","54.8","88.5",,,"66.5"
"Beliveau, Jeff","L","77",,"35.4",,,,"87.6"
"Vázquez, Felipe","L","77",,,"63.8",,"75.8","67.1"
"Kluber, Corey","R","77","85.3","32","76.5",,,"64.1"
"Corbin, Patrick","L","76.8","82.7",,"80.8",,"37.9",
"Gossett, Daniel","R","76.6","81.3",,"79.1",,"30","53.2"
"Stratton, Chris","R","76.5","71.5","73.7","71.2",,"42.7","83.3"
"Bummer, Aaron","L","76.5","70",,,,"43.4",
"Jackson, Edwin","R","76.3","87.7",,"100",,"23.3","36.4"
"Cahill, Trevor","R","76.1","87.8","27.2","85.3",,,"68.2"
"Holder, Jonathan","R","75.5",,,,,"30.1","77.8"
"Shackelford, Kevin","R","74.7","98.2",,,,"24.6",
"Crick, Kyle","R","74.4","74.5","76.6","61.7",,"67.7",
"Barnette, Tony","R","74.4","87.2","40.2",,,,"73.4"
"Bracho, Silvino","R","74.3",,,"65.8",,"45.3",
"Cosart, Jarred","R","74","73.2",,"88.4",,"36.2","65.8"
"Dermody, Matt","L","74","87.7",,,,"32.7",
"Givens, Mychal","R","73.7",,"73.3","67",,"28.4",
"Alvarado, José","L","73.7","79.3",,,,,"47.7"
"Vargas, Jason","L","73.3","79.1",,"73.8",,,"80.6"
"Minor, Mike","L","73","68",,"77.8",,"44.4","57.8"
"Oberg, Scott","R","73","83.7",,"78.4",,"37.4",
"Thompson, Jake","R","72.6","72",,"72.8",,"66.1",
"Pineda, Michael","R","72.6",,,"100",,"19.9",
"Hand, Brad","L","72.5","71.3",,,,"87.6","89.5"
"Wainwright, Adam","R","72.2","84.7","38.8","85",,,"93.4"
"Dyson, Sam","R","72.1","80.8","44","77.4",,"66",
"Hernández, Félix","R","71.6","79",,"55.8",,"28.9","68.7"
"Bridwell, Parker","R","71.5","83.2","38.4","67",,,"49.2"
"Fried, Max","L","71.2",,,"75.8",,,"83.1"
"Gearrin, Cory","R","71.1","84.5",,"69",,"41.8",
"Maton, Phil","R","71",,,,,,"66.7"
"Álvarez, Dario","L","70.9",,,,,"47.7",
"Martes, Francis","R","70.5",,,"41.7",,,"47.7"
"Dull, Ryan","R","70.4",,,"52.6",,"36.8",
"Covey, Dylan","R","68","94.7","79.1",,,"24.1","36.6"
"Torres, Carlos","R","67.8","65.3","58.9",,,"73.6","76.4"
"Musgrove, Joe","R","66.6","66.6","36.2","67.7",,"47.2","70.3"
"García, Jaime","L","66.6","71.7","58.2","74.8",,"51.2","65.4"
"O'Flaherty, Eric","L","65.9","82.7",,,,"30.2",
"Edgin, Josh","L","65.8",,,,,"30.5","52"
"Baumann, Buddy","L","65.8","79.2",,,,"55",
"Suter, Brent","L","65.7","79.4",,"89.5",,,"46.9"
"Therrien, Jesen","R","65.6","68.2",,,,"29.5",
"Stroman, Marcus","R","65.6","61.1","21","85.4",,"51.4","72.6"
"Ross, Tyson","R","64.7","76.6",,,,"17.5",
"Tepesch, Nick","R","64.5","73",,,,"29.2","72.7"
"Bleier, Richard","L","64.4","77.7","34.7","89.9",,"26.7",
"Gray, Sonny","R","63.6","76.5",,"73.8",,"43.5","78.4"
"Asher, Alec","R","63.6","96.5","40.7","96.4",,,"45"
"Bradford, Chasen","R","62.8","77.9",,,,"26",
"Keuchel, Dallas","L","62","62.2","43.1","73.2",,"68.3",
"Peters, Dillon","L","60.6","68.4",,"94.7",,,"65.3"
"Coulombe, Danny","L","60","76.5",,,,"24.5","89.7"
"Wilhelmsen, Tom","R","59.9","80.4",,,,"29.3","56.4"
"Triggs, Andrew","R","59.5","75.4",,,,"24.1","64.1"
"Harris, Will","R","55.8",,"47.4",,,,"85"
"Jennings, Dan","L","55.5","59.1",,,,"54.6",
"Britton, Zack","L","54.4","68.9",,,,"55.9",
"Leake, Mike","R","52.2","82.1","38.4","83.2",,"35.3","71.2"
"Morris, Bryan","R","52.2","57.6","35.2",,,,"38.7"
"Melancon, Mark","R","51.3",,"51.4",,,,"76.3"
"Olson, Tyler","L","50.7","66.1",,"53.9",,,"84.4"
"Godley, Zack","R","49.7","74.6","43.2","59.2",,,"57"
"Richards, Garrett","R","48.2","57.7",,,,"29.4","100"
"Alexander, Scott","L","45.2","48.9",,,,"40.1",
"Gregerson, Luke","R","38.9","55.1",,,,"37.3",
