"(Intercept)","W","ERA","SO","FIP","WHIP","H9","BB9"
1306.60550039742,41.7605024589665,273.618092800557,-2.82108337979247,-327.838482822833,9597.95436352733,-1289.12295187666,-1047.11268319051
