entity_id,entity_name,entity_code,team_id,total_pitches,total_pitches,total_pitches_empty,median_seconds_empty,total_pitches_onbase,median_seconds_empty,freq_hot,freq_warm,freq_cold
680704,Nick Sandlin,Pit,114,1172,1172,629,14.363,543,14.363,0.3430034129692833,0.6313993174061433,0.025597269624573378
606131,Luis Perdomo,Pit,158,2294,2294,1391,14.381,903,14.381,0.3526591107236269,0.6190061028770706,0.028334786
605498,Andrew Suárez,Pit,138,1734,1734,1180,14.382,554,14.382,0.4284890426758939,0.558246828,0.013264129
671096,Andrew Abbott,Pit,113,882,882,575,14.406,307,14.406,0.409297052,0.5873015873015873,0.003401361
543506,Brandon Maurer,Pit,118,801,801,450,14.414,351,14.414,0.3470661672908864,0.6154806491885143,0.037453184
663366,Beau Burrows,Pit,142,168,168,92,14.429,76,14.429,0.30357142857142855,0.6904761904761905,0.005952381
656641,Jacob Latz,Pit,140,102,102,64,14.447,38,14.447,0.4411764705882353,0.5588235294117647,0
519344,Nick Tepesch,Pit,141,149,149,89,14.448,60,14.448,0.3221476510067114,0.6577181208053692,0.020134228187919462
661527,Seth Martinez,Pit,117,687,687,328,14.45,359,14.45,0.28820960698689957,0.6957787481804949,0.016011645
641745,Brad Keller,Pit,118,5126,5126,3301,14.481,1825,14.481,0.3685134607881389,0.6045649629340617,0.026921576277799453
453385,Clayton Richard,Pit,141,2770,2770,1781,14.482,989,14.482,0.37581227436823106,0.5978339350180505,0.026353791
665621,Rony García,Pit,116,663,663,467,14.489,196,14.489,0.4177978883861237,0.5656108597285068,0.016591251885369532
663546,Sean Hjelle,Pit,137,453,453,260,14.492,193,14.492,0.32671081677704195,0.6423841059602649,0.030905077
608344,Cole Irvin,Pit,110,3187,3187,2037,14.5,1150,14.5,0.36209601506118605,0.6178224035142768,0.020081581
676879,Aaron Ashby,Pit,158,1150,1150,739,14.501,411,14.501,0.3739130434782609,0.5973913043478261,0.028695652173913042
675912,Zac Lowther,Pit,110,329,329,196,14.507,133,14.507,0.3525835866261398,0.6322188449848024,0.015197568389057751
608566,Germán Márquez,Pit,115,6817,6817,4678,14.514,2139,14.514,0.39108112072759277,0.5814874578260232,0.027431421
456167,A.J. Griffin,Pit,140,624,624,424,14.514,200,14.514,0.39903846153846156,0.5817307692307693,0.019230769230769232
642607,Dario Agrazal,Pit,134,530,530,358,14.515,172,14.515,0.3867924528301887,0.5754716981132075,0.037735849
656798,Jacob Nix,Pit,135,306,306,209,14.515,97,14.515,0.4084967320261438,0.565359477,0.026143790849673203
641927,Bailey Ober,Pit,142,1995,1995,1412,14.529,583,14.529,0.4,0.5844611528822055,0.015538847117794486
543031,Tyler Cloyd,Pit,146,161,161,81,14.547,80,14.547,0.2857142857142857,0.6894409937888198,0.024844720496894408
596001,Jakob Junis,Pit,158,5382,5382,3481,14.55,1901,14.55,0.3911185432924563,0.5826830174656261,0.026198439241917504
605154,John Brebbia,Pit,145,2184,2184,1282,14.553,902,14.553,0.33104395604395603,0.6117216117216118,0.057234432
592831,Konner Wade,Pit,110,116,116,77,14.578,39,14.578,0.3793103448275862,0.6120689655172413,0.00862069
518716,Dillon Gee,Pit,142,363,363,241,14.581,122,14.581,0.371900826,0.5950413223140496,0.033057851
605469,Chandler Shepherd,Pit,110,146,146,114,14.581,32,14.581,0.4041095890410959,0.5753424657534246,0.020547945
622774,José Manuel Fernández,Pit,116,114,114,60,14.582,54,14.582,0.3157894736842105,0.6491228070175439,0.035087719
506693,Henderson Alvarez III,Pit,143,135,135,91,14.582,44,14.582,0.3851851851851852,0.5333333333333333,0.081481481
641482,Nestor Cortes,Pit,147,3091,3091,2114,14.612,977,14.612,0.38401811711420253,0.5894532513749595,0.026528631510837918
663903,Brady Singer,Pit,118,4088,4088,2585,14.622,1503,14.622,0.3610567514677104,0.6125244618395304,0.026418786692759294
666364,Jordan Balazovic,Pit,142,170,170,92,14.641,78,14.641,0.3411764705882353,0.6529411764705882,0.005882353
656849,David Peterson,Pit,121,2681,2681,1696,14.653,985,14.653,0.3494964565460649,0.6333457665050354,0.017157776948899663
623434,Mike Hauschild,Pit,141,134,134,77,14.681,57,14.681,0.30597014925373134,0.664179104,0.029850746268656716
624427,Stephen Gonsalves,Pit,111,275,275,135,14.681,140,14.681,0.2872727272727273,0.6763636363636364,0.036363636
458924,Jonny Venters,Pit,120,362,362,201,14.682,161,14.682,0.30386740331491713,0.6767955801104972,0.019337016574585635
681982,Grant Anderson,Pit,140,291,291,168,14.704,123,14.704,0.30584192439862545,0.6941580756013745,0
672851,Joan Adon,Pit,120,999,999,581,14.705,418,14.705,0.3173173173173173,0.6476476476476476,0.035035035035035036
666720,Yerry Rodríguez,Pit,140,152,152,80,14.711,72,14.711,0.28289473684210525,0.7171052631578947,0
664045,Thomas Eshelman,Pit,110,750,750,489,14.714,261,14.714,0.356,0.6213333333333333,0.022666667
658792,Aaron Wilkerson,Pit,158,311,311,180,14.714,131,14.714,0.3086816720257235,0.6591639871382636,0.032154341
573185,Dan Straily,Pit,110,2747,2747,1870,14.715,877,14.715,0.36585365853658536,0.5937386239534037,0.040407718
446899,Brad Ziegler,Pit,109,819,819,472,14.715,347,14.715,0.3028083028083028,0.6654456654456654,0.031746031746031744
669373,Tarik Skubal,Pit,116,2802,2802,1887,14.744,915,14.744,0.36616702355460384,0.619914347,0.013918629550321198
285079,R.A. Dickey,Pit,144,1271,1271,820,14.748,451,14.748,0.3697875688434304,0.6199842643587726,0.010228166797797011
665048,Hobie Harris,Pit,120,162,162,83,14.76,79,14.76,0.32098765432098764,0.6790123456790124,0
650668,Humberto Mejía,Pit,109,277,277,161,14.76,116,14.76,0.2996389891696751,0.6678700361010831,0.032490974729241874
666205,Kyle Muller,Pit,133,1052,1052,674,14.763,378,14.763,0.35551330798479086,0.6368821292775665,0.007604563
605463,Tayler Scott,Pit,117,500,500,232,14.781,268,14.781,0.262,0.728,0.01
642229,Daniel Wright,Pit,108,155,155,72,14.782,83,14.782,0.27741935483870966,0.6903225806451613,0.032258065
681402,Gus Varland,Pit,119,168,168,98,14.788,70,14.788,0.3869047619047619,0.6130952380952381,0
622663,Luis Severino,Pit,121,4323,4323,2926,14.791,1397,14.791,0.36224843858431643,0.601202868,0.036548693037242654
669211,Keegan Akin,Pit,110,1729,1729,1046,14.793,683,14.793,0.34123770965876227,0.6390977443609023,0.019664545980335454
686752,Ryan Pepiot,Pit,139,705,705,446,14.797,259,14.797,0.3517730496453901,0.6340425531914894,0.014184397163120567
656686,Corbin Martin,Pit,109,549,549,331,14.815,218,14.815,0.3205828779599271,0.6557377049180327,0.023679417122040074
670046,Kenny Rosenberg,Pit,108,320,320,197,14.815,123,14.815,0.34375,0.646875,0.009375
645261,Sandy Alcantara,Pit,146,5637,5637,3833,14.825,1804,14.825,0.3631364200816037,0.6031577080007096,0.033705872
676130,José Buttó,Pit,121,419,419,255,14.829,164,14.829,0.3198090692124105,0.6706443914081146,0.009546539
666745,Jhony Brito,Pit,135,675,675,459,14.834,216,14.834,0.3585185185185185,0.64,0.001481481
657514,Brennan Bernardino,Pit,111,450,450,258,14.837,192,14.837,0.35777777777777775,0.6422222222222222,0
592170,Parker Bridwell,Pit,108,866,866,632,14.848,234,14.848,0.37759815242494227,0.6016166281755196,0.020785219399538105
668970,Gavin Hollowell,Pit,115,346,346,178,14.851,168,14.851,0.315028902,0.661849711,0.023121387283236993
666200,Jesús Luzardo,Pit,146,3414,3414,2330,14.856,1084,14.856,0.4132981839484476,0.5691271236086701,0.017574692
670056,Caleb Baragar,Pit,137,307,307,156,14.859,151,14.859,0.26058631921824105,0.6840390879478827,0.055374593
593334,Domingo Germán,Pit,147,3599,3599,2523,14.875,1076,14.875,0.3631564323423173,0.5990552931369825,0.037788274520700195
641149,Wes Parsons,Pit,141,392,392,225,14.882,167,14.882,0.3086734693877551,0.6760204081632653,0.015306122448979591
461829,Gio González,Pit,145,4174,4174,2689,14.882,1485,14.882,0.3397220891231433,0.6272160996645904,0.033061811
664196,Tanner Anderson,Pit,134,294,294,175,14.915,119,14.915,0.3163265306122449,0.6394557823129252,0.044217687
571035,William Cuevas,Pit,111,161,161,76,14.915,85,14.915,0.2360248447204969,0.6832298136645962,0.080745342
571510,Matthew Boyd,Pit,116,5365,5365,3565,14.915,1800,14.915,0.339049394,0.618452936,0.04249767
622795,Yohander Méndez,Pit,140,380,380,243,14.915,137,14.915,0.3263157894736842,0.65,0.023684211
430912,Matt Cain,Pit,137,1014,1014,580,14.915,434,14.915,0.29289940828402367,0.6775147928994083,0.029585798816568046
686539,Declan Cronin,Pit,146,113,113,53,14.929,60,14.929,0.30973451327433627,0.6902654867256637,0
656290,Drew Carlton,Pit,135,227,227,133,14.939,94,14.939,0.32599118942731276,0.6519823788546255,0.022026431718061675
571882,Derek Law,Pit,120,1756,1756,987,14.948,769,14.948,0.2984054669703872,0.6679954441913439,0.033599088838268794
608379,Michael Wacha,Pit,118,5838,5838,3948,14.948,1890,14.948,0.34652278177458035,0.6269270298047277,0.026550188
607320,Ryan Merritt,Pit,114,157,157,101,14.948,56,14.948,0.34394904458598724,0.6178343949044586,0.038216561
663462,Isaiah Campbell,Pit,111,237,237,121,14.951,116,14.951,0.3291139240506329,0.6624472573839663,0.008438819
571948,Hoby Milner,Pit,158,1796,1796,1002,14.958,794,14.958,0.34855233853006684,0.6353006681514477,0.016146993318485525
543859,Michael Tonkin,Pit,121,767,767,449,14.968,318,14.968,0.30247718383311606,0.6805736636245111,0.016949153
596295,Austin Gomber,Pit,115,3617,3617,2270,14.971,1347,14.971,0.32347249101465303,0.658280343,0.018247166
613317,Kyle Bird,Pit,140,123,123,64,14.981,59,14.981,0.2926829268292683,0.6829268292682927,0.024390243902439025
640464,Kohl Stewart,Pit,112,590,590,383,14.981,207,14.981,0.3254237288135593,0.6288135593220339,0.045762712
543278,Blaine Hardy,Pit,158,1245,1245,811,14.982,434,14.982,0.363855422,0.6168674698795181,0.019277108
642008,Jacob Rhame,Pit,121,356,356,219,14.982,137,14.982,0.3539325842696629,0.6404494382022472,0.005617978
657265,Peter Strzelecki,Pit,109,598,598,359,14.983,239,14.983,0.3277591973244147,0.6672240802675585,0.005016722
665620,Deivi García,Pit,145,456,456,268,14.986,188,14.986,0.3092105263157895,0.6557017543859649,0.035087719
646242,Jhonathan Diaz,Pit,108,302,302,169,14.987,133,14.987,0.28807947019867547,0.6622516556291391,0.049668874
676477,Garrett Whitlock,Pit,111,1613,1613,1064,14.989,549,14.989,0.33477991320520767,0.6422814631122132,0.022938623682579044
672710,Roansy Contreras,Pit,134,1237,1237,816,14.994,421,14.994,0.3330638641875505,0.6531932093775262,0.013742926
663738,Daniel Lynch IV,Pit,118,1962,1962,1183,14.998,779,14.998,0.3160040774719674,0.6666666666666666,0.017329255861365953
667755,José Soriano,Pit,108,331,331,190,15.012,141,15.012,0.29607250755287007,0.6918429003021148,0.012084592145015106
543391,Casey Kelly,Pit,137,151,151,95,15.015,56,15.015,0.31125827814569534,0.6821192052980133,0.006622517
644428,Troy Scribner,Pit,109,241,241,171,15.015,70,15.015,0.35269709543568467,0.6016597510373444,0.045643154
572362,Robbie Erlin,Pit,119,1375,1375,839,15.015,536,15.015,0.31272727272727274,0.6647272727272727,0.022545454545454546
543548,Tommy Milone,Pit,136,1999,1999,1371,15.027,628,15.027,0.3391695847923962,0.6323161580790395,0.028514257128564282
621107,Zach Eflin,Pit,139,5350,5350,3656,15.035,1694,15.035,0.3388785046728972,0.6373831775700934,0.023738317757009346
669212,Eli Morgan,Pit,114,1560,1560,1034,15.04,526,15.04,0.32884615384615384,0.6461538461538462,0.025
682120,Tim Herrin,Pit,114,253,253,145,15.043,108,15.043,0.2964426877470356,0.7035573122529645,0
635903,Chris Rowley,Pit,141,148,148,83,15.048,65,15.048,0.2972972972972973,0.6756756756756757,0.027027027
518567,Josh Collmenter,Pit,144,145,145,94,15.048,51,15.048,0.31724137931034485,0.6758620689655173,0.006896552
592468,Nick Kingham,Pit,141,1044,1044,674,15.049,370,15.049,0.3227969348659004,0.6513409961685823,0.025862069
663485,Cole Sands,Pit,142,493,493,290,15.049,203,15.049,0.30425963488843816,0.69168357,0.004056795
605288,Adrian Houser,Pit,121,4260,4260,2730,15.05,1530,15.05,0.315962441,0.6577464788732394,0.02629108
669438,Mason Englert,Pit,116,396,396,230,15.053,166,15.053,0.28535353535353536,0.7121212121212122,0.002525253
666129,Braxton Garrett,Pit,146,2030,2030,1367,15.058,663,15.058,0.3310344827586207,0.6443349753694582,0.024630541871921183
641540,Dane Dunning,Pit,140,3575,3575,2358,15.06,1217,15.06,0.33062937062937064,0.6411188811188812,0.028251748
676265,Cory Abbott,Pit,120,817,817,507,15.064,310,15.064,0.30354957160342716,0.6560587515299877,0.040391677
666619,Gregory Santos,Pit,145,501,501,256,15.071,245,15.071,0.31137724550898205,0.6806387225548902,0.007984032
518452,Chad Bettis,Pit,115,1744,1744,1167,15.081,577,15.081,0.32740825688073394,0.6485091743119266,0.024082569
622797,Pedro Payano,Pit,140,202,202,123,15.082,79,15.082,0.2871287128712871,0.6584158415841584,0.054455445544554455
