"entity_id","entity_name","entity_code","team_id","total_pitches","total_pitches","total_pitches_empty","median_seconds_empty","total_pitches_onbase","median_seconds_empty","freq_hot","freq_warm","freq_cold"
657053,"Toussaint, Touki","Pit",145,769,769,463,14.543,306,14.543,0.37711313394018203,0.6228868660598179,0
461829,"González, Gio","Pit",120,1694,1694,1122,14.547,572,14.547,0.3795749704840614,0.577331759149941,0.04309327036599764
621389,"Blach, Ty","Pit",137,1213,1213,775,14.548,438,14.548,0.382522671063479,0.6042868920032977,0.013190436933223413
593334,"Germán, Domingo","Pit",147,990,990,708,14.548,282,14.548,0.398989898989899,0.5545454545454546,0.046464646464646465
669456,"Bieber, Shane","Pit",114,1260,1260,944,14.55,316,14.55,0.42142857142857143,0.5698412698412698,0.00873015873015873
605397,"Musgrove, Joe","Pit",135,677,677,445,14.579,232,14.579,0.39438700147710487,0.6011816838995568,0.004431314623338257
608379,"Wacha, Michael","Pit",138,671,671,480,14.581,191,14.581,0.3859910581222057,0.5812220566318927,0.03278688524590164
660761,"Suarez, José","Pit",108,659,659,420,14.581,239,14.581,0.3535660091047041,0.590288315629742,0.05614567526555387
607237,"Garrett, Amir","Pit",113,566,566,412,14.581,154,14.581,0.411660777385159,0.568904593639576,0.019434628975265017
571927,"Matz, Steven","Pit",121,584,584,381,14.581,203,14.581,0.3818493150684932,0.5907534246575342,0.0273972602739726
622491,"Castillo, Luis","Pit",113,682,682,487,14.582,195,14.582,0.40615835777126097,0.5498533724340176,0.04398826979472141
622491,"Castillo, Luis","Pit",113,1410,1410,943,14.585,467,14.585,0.3645390070921986,0.6099290780141844,0.02553191489361702
592866,"Williams, Trevor","Pit",121,667,667,412,14.607,255,14.607,0.3568215892053973,0.6056971514242878,0.037481259370314844
596001,"Junis, Jakob","Pit",137,868,868,584,14.61,284,14.61,0.39055299539170507,0.5875576036866359,0.021889400921658985
663903,"Singer, Brady","Pit",118,1161,1161,795,14.614,366,14.614,0.38931955211024977,0.58656330749354,0.024117140396210164
543475,"Lyles, Jordan","Pit",158,1098,1098,742,14.615,356,14.615,0.3761384335154827,0.604735883424408,0.01912568306010929
461829,"González, Gio","Pit",158,1474,1474,921,14.615,553,14.615,0.3493894165535957,0.6187245590230664,0.03188602442333786
489119,"Miley, Wade","Pit",110,1515,1515,914,14.615,601,14.615,0.3425742574257426,0.6356435643564357,0.02178217821782178
518452,"Bettis, Chad","Pit",115,948,948,635,14.615,313,14.615,0.3670886075949367,0.6075949367088608,0.02531645569620253
571945,"Mikolas, Miles","Pit",138,1305,1305,910,14.615,395,14.615,0.3831417624521073,0.5885057471264368,0.028352490421455937
605200,"Davies, Zach","Pit",109,767,767,465,14.617,302,14.617,0.36897001303780963,0.6284224250325945,0.002607561929595828
657376,"Schmidt, Clarke","Pit",147,1217,1217,777,14.617,440,14.617,0.3541495480690222,0.6409202958093673,0.0049301561216105174
608566,"Márquez, Germán","Pit",115,1203,1203,810,14.622,393,14.622,0.37489609310058186,0.6026600166251039,0.022443890274314215
543859,"Tonkin, Michael","Pit",144,547,547,338,14.632,209,14.632,0.36380255941499084,0.6307129798903108,0.005484460694698354
502190,"Leake, Mike","Pit",109,1342,1342,894,14.648,448,14.648,0.3710879284649776,0.5961251862891207,0.03278688524590164
606131,"Perdomo, Luis","Pit",135,1175,1175,749,14.648,426,14.648,0.3497872340425532,0.6212765957446809,0.02893617021276596
621107,"Eflin, Zach","Pit",143,893,893,591,14.648,302,14.648,0.3639417693169093,0.6248600223964166,0.011198208286674132
554430,"Wheeler, Zack","Pit",121,1272,1272,860,14.648,412,14.648,0.3694968553459119,0.5959119496855346,0.03459119496855346
622491,"Castillo, Luis","Pit",113,502,502,320,14.651,182,14.651,0.3605577689243028,0.6095617529880478,0.029880478087649404
592791,"Taillon, Jameson","Pit",112,1092,1092,724,14.661,368,14.661,0.38278388278388276,0.6144688644688645,0.0027472527472527475
592314,"Foltynewicz, Mike","Pit",144,1502,1502,978,14.681,524,14.681,0.3641810918774967,0.6171770972037284,0.018641810918774968
605200,"Davies, Zach","Pit",158,1519,1519,991,14.681,528,14.681,0.3548387096774194,0.6010533245556287,0.044107965766951945
641816,"Mahle, Tyler","Pit",113,943,943,588,14.681,355,14.681,0.34994697773064687,0.6256627783669141,0.024390243902439025
570632,"Ureña, José","Pit",146,1374,1374,919,14.682,455,14.682,0.3813682678311499,0.5800582241630277,0.03857350800582242
607200,"Fedde, Erick","Pit",120,635,635,400,14.682,235,14.682,0.3606299212598425,0.6204724409448819,0.01889763779527559
642547,"Peralta, Freddy","Pit",158,1262,1262,861,14.698,401,14.698,0.3795562599049128,0.6188589540412044,0.001584786053882726
668868,"Thompson, Zack","Pit",138,562,562,361,14.71,201,14.71,0.38434163701067614,0.6103202846975089,0.005338078291814947
592836,"Walker, Taijuan","Pit",109,1291,1291,845,14.714,446,14.714,0.35398915569326106,0.6158017041053447,0.030209140201394268
605498,"Suárez, Andrew","Pit",137,1182,1182,824,14.715,358,14.715,0.38578680203045684,0.5989847715736041,0.015228426395939087
519455,"Zimmermann, Jordan","Pit",116,955,955,662,14.715,293,14.715,0.387434554973822,0.5685863874345549,0.04397905759162304
547179,"Lorenzen, Michael","Pit",143,1028,1028,678,14.728,350,14.728,0.42509727626459143,0.5749027237354085,0
542881,"Anderson, Tyler","Pit",108,987,987,614,14.735,373,14.735,0.3738601823708207,0.6210739614994935,0.005065856129685917
669373,"Skubal, Tarik","Pit",116,1142,1142,786,14.744,356,14.744,0.36952714535901926,0.6164623467600701,0.014010507880910683
285079,"Dickey, R.A.","Pit",144,1271,1271,820,14.748,451,14.748,0.3697875688434304,0.6199842643587726,0.010228166797797011
571578,"Corbin, Patrick","Pit",109,1385,1385,929,14.748,456,14.748,0.35667870036101085,0.6129963898916968,0.03032490974729242
656232,"Bielak, Brandon","Pit",117,635,635,389,14.75,246,14.75,0.38110236220472443,0.6188976377952756,0
641793,"Littell, Zack","Pit",139,550,550,373,14.752,177,14.752,0.4018181818181818,0.5945454545454546,0.0036363636363636364
666745,"Brito, Jhony","Pit",147,643,643,440,14.767,203,14.767,0.37636080870917576,0.6236391912908242,0
641771,"Kuhl, Chad","Pit",134,690,690,437,14.781,253,14.781,0.336231884057971,0.6231884057971014,0.04057971014492753
571510,"Boyd, Matthew","Pit",116,1345,1345,926,14.781,419,14.781,0.36505576208178436,0.6022304832713755,0.03271375464684015
622663,"Severino, Luis","Pit",147,1364,1364,927,14.782,437,14.782,0.3592375366568915,0.5982404692082112,0.04252199413489736
606303,"Payamps, Joel","Pit",158,508,508,336,14.809,172,14.809,0.42913385826771655,0.5688976377952756,0.001968503937007874
641154,"López, Pablo","Pit",146,798,798,521,14.814,277,14.814,0.3508771929824561,0.6165413533834586,0.03258145363408521
622663,"Severino, Luis","Pit",147,1366,1366,932,14.814,434,14.814,0.35871156661786235,0.6076134699853587,0.03367496339677892
593334,"Germán, Domingo","Pit",147,636,636,410,14.815,226,14.815,0.33962264150943394,0.6179245283018868,0.04245283018867924
605154,"Brebbia, John","Pit",138,530,530,307,14.815,223,14.815,0.3132075471698113,0.6358490566037736,0.0509433962264151
543548,"Milone, Tommy","Pit",136,794,794,584,14.815,210,14.815,0.3879093198992443,0.5919395465994962,0.020151133501259445
596001,"Junis, Jakob","Pit",118,1317,1317,863,14.815,454,14.815,0.360668185269552,0.6082004555808656,0.031131359149582385
615698,"Quantrill, Cal","Pit",114,1304,1304,866,14.835,438,14.835,0.348159509202454,0.6234662576687117,0.028374233128834355
573186,"Stroman, Marcus","Pit",112,1004,1004,660,14.836,344,14.836,0.3565737051792829,0.6434262948207171,0
656849,"Peterson, David","Pit",121,885,885,550,14.84,335,14.84,0.327683615819209,0.655367231638418,0.01694915254237288
666159,"Manning, Matt","Pit",116,545,545,383,14.842,162,14.842,0.3871559633027523,0.6091743119266055,0.003669724770642202
666142,"Ragans, Cole","Pit",118,665,665,408,14.843,257,14.843,0.3368421052631579,0.6631578947368421,0
592791,"Taillon, Jameson","Pit",134,1053,1053,634,14.848,419,14.848,0.3124406457739791,0.6571699905033238,0.030389363722697058
596001,"Junis, Jakob","Pit",118,1360,1360,864,14.848,496,14.848,0.3338235294117647,0.6316176470588235,0.03455882352941177
592767,"Smyly, Drew","Pit",143,987,987,636,14.848,351,14.848,0.3383991894630192,0.6170212765957447,0.044579533941236066
607536,"Freeland, Kyle","Pit",115,1032,1032,676,14.853,356,14.853,0.3498062015503876,0.6443798449612403,0.005813953488372093
543037,"Cole, Gerrit","Pit",147,1388,1388,992,14.873,396,14.873,0.3861671469740634,0.6087896253602305,0.005043227665706052
448179,"Hill, Rich","Pit",119,961,961,645,14.881,316,14.881,0.35691987513007284,0.6233090530697191,0.019771071800208116
573185,"Straily, Dan","Pit",146,956,956,684,14.882,272,14.882,0.3723849372384937,0.5899581589958159,0.03765690376569038
592170,"Bridwell, Parker","Pit",108,814,814,595,14.882,219,14.882,0.3746928746928747,0.6031941031941032,0.022113022113022112
670912,"Oviedo, Johan","Pit",134,1356,1356,841,14.885,515,14.885,0.32890855457227136,0.6644542772861357,0.00663716814159292
622072,"Wood, Alex","Pit",137,1023,1023,656,14.895,367,14.895,0.3333333333333333,0.6109481915933529,0.05571847507331378
645261,"Alcantara, Sandy","Pit",146,1272,1272,896,14.896,376,14.896,0.36163522012578614,0.5935534591194969,0.04481132075471698
571945,"Mikolas, Miles","Pit",138,1449,1449,1021,14.902,428,14.902,0.36645962732919257,0.6052449965493444,0.028295376121463076
666205,"Muller, Kyle","Pit",133,615,615,386,14.905,229,14.905,0.34308943089430893,0.656910569105691,0
668676,"Plesac, Zach","Pit",114,861,861,610,14.915,251,14.915,0.3588850174216028,0.6144018583042973,0.026713124274099883
645261,"Alcantara, Sandy","Pit",146,1346,1346,879,14.915,467,14.915,0.3410104011887073,0.6181277860326895,0.04086181277860327
458708,"Tomlin, Josh","Pit",114,929,929,655,14.915,274,14.915,0.36167922497308935,0.6146393972012917,0.023681377825618945
608379,"Wacha, Michael","Pit",138,999,999,653,14.915,346,14.915,0.33433433433433435,0.6296296296296297,0.036036036036036036
