"last_name, first_name","pitch_hand","active_spin_fourseam","active_spin_sinker","active_spin_cutter","active_spin_changeup","active_spin_fastball","active_spin_slider","active_spin_curve"
"Canning, Griffin","R","95.6",,,"87.1",,"9.4","46.2"
"Abbott, Andrew","L","95.6",,,"97.5",,,"49.5"
"Javier, Cristian","R","95.5",,,"73.7",,"45.2",
"Bieber, Shane","R","95.4",,"38.8","97.4",,"10.8",
"Ryan, Joe","R","95",,,,,"31.8",
"Henry, Tommy","L","94.8","94.5",,"94",,"20","76"
"Kirby, George","R","94.8","92.1",,,,"43.5",
"Rodón, Carlos","L","94.8",,"40.4",,,"21",
"Cortes, Nestor","L","94.5",,"40.9",,,,
"Gilbert, Logan","R","94.4",,"69.6",,,"21.3","60"
"Gray, Jon","R","94.4",,,,,"43.3",
"Sandoval, Patrick","L","94.4","92.5",,"98.4",,"41.4","74.9"
"Kopech, Michael","R","94.3",,,,,"35.4",
"Sale, Chris","L","93.8",,,"99.5",,"61.1",
"Yamamoto, Yoshinobu","R","93.4",,,,,,"95.5"
"Hicks, Jordan","R","93.3","84.7",,,,,
"Hoeing, Bryan","R","92.8","92.8",,,,"37.5",
"Gore, MacKenzie","L","92.6",,,"91.6",,"53.5","59.6"
"Vodnik, Victor","R","92.5",,,"82.7",,"40.5",
"Winn, Keaton","R","92.4","83",,,,"11.4",
"Allen, Logan","L","92.2",,"55.5","66.6",,,
"Brown, Hunter","R","92.2",,"64.6",,,,
"Flexen, Chris","R","92.1",,"58.3","95.9",,,"86"
"Nola, Aaron","R","92.1","91.5",,"98.5",,,
"Kikuchi, Yusei","L","92",,,"89.1",,"32.8","31.6"
"Jones, Jared","R","91.8",,,,,"23.8","68.5"
"Francis, Bowden","R","91.6",,,,,"35","89"
"Suarez, José","L","91.5","92",,"86.2",,"36.4",
"Anderson, Chase","R","91.3",,"45.6","99.3",,,
"Wells, Tyler","R","90.5",,"58.1","95.4",,,"66.2"
"Castillo, Luis","R","90.3","92.1",,"92.2",,"8.8",
"Waldron, Matt","R","89.4","85.8","50.1",,,,
"Blackburn, Paul","R","89.4","82.7","48.5","72.2",,"59.8","88"
"Darvish, Yu","R","89.1","89.7",,,,"27.5","84.7"
"Hendricks, Kyle","R","88.9","83",,"79",,,
"Alexander, Tyler","L","88.5","90.4","44.3","84.9",,,
"Faedo, Alex","R","88.4",,,"83.9",,"22.3",
"Weaver, Luke","R","87.8",,"58.6","80.7",,,
"Mikolas, Miles","R","87.6","84.7",,"92.1",,"25.2","85.6"
"Severino, Luis","R","87.6","88.9","53.2","95.3",,"56.5",
"Wicks, Jordan","L","87","94.7",,"97.7",,"44.2","72.2"
"Stripling, Ross","R","87","85.7",,"85.8",,"32.3",
"Peralta, Freddy","R","86.9",,,"79.6",,"44.5","51.9"
"Miller, Bryce","R","86.8","84.1",,,,"21.3",
"Irvin, Jake","R","86.7","80.3","46.3",,,,"70.7"
"Rogers, Trevor","L","86.4","86.3",,"84.1",,"23.8",
"Martinez, Nick","R","86.4","84.9","53.3","85.7",,,
"Civale, Aaron","R","85.6","84.2","46.4",,,,"89"
"Puk, A.J.","L","85.4","86.5",,,,,
"Gallen, Zac","R","85.2",,"45.5","89.7",,"27.3",
"Wheeler, Zack","R","85","86.8",,,,,"55.7"
"Gibson, Kyle","R","84.9","83.8","63.4","82.7",,,
"Freeland, Kyle","L","84.4","79",,"91.3",,"19.1",
"Cease, Dylan","R","84.2",,,,,"27.9",
"France, J.P.","R","84.1",,"31.5","98.5",,,"99.3"
"Keller, Mitch","R","83.9","77.1","35.5",,,,"88"
"Montas, Frankie","R","83.6","79.5","42.9",,,"35.6",
"Bibee, Tanner","R","82.9",,,"89.9",,"34.7","68.1"
"Hall, DL","L","82.6",,,"99.5",,"42.1","73.4"
"Kelly, Merrill","R","82.3","81.3","63.6","80.7",,"21.9","64.1"
"Gil, Luis","R","82.3",,,"81.6",,"30.1",
"Hudson, Dakota","R","81.9","83.1",,"84.7",,"12.2",
"Crochet, Garrett","L","81.8",,"41.1",,,"54.3",
"Singer, Brady","R","81.5","80.9",,,,"33.1",
"Lugo, Seth","R","81.4","83.6",,"88.9",,"33.1","81"
"Corbin, Patrick","L","81.2","81.9","22.3",,,"21.1",
"Maeda, Kenta","R","81",,"12.8",,,"23.6",
"Soroka, Michael","R","80.9","79.8",,"93.5",,"44.5",
"López, Pablo","R","80.5","79.3",,"86.6",,,"62.6"
"Suárez, Ranger","L","80.1","69.6",,"79.9",,,"84.2"
"King, Michael","R","80.1","70",,"94.2",,,
"Feltner, Ryan","R","79.6",,,"70.4",,"44.7",
"Meyer, Max","R","79.3","82.6",,"88.1",,"15.2",
"Rea, Colin","R","79.1","77.1","58.8",,,,"78.5"
"Quintana, Jose","L","78.9","79.4",,"92.4",,,"63.6"
"White, Mitch","R","78.5",,,,,"16","81.4"
"Silseth, Chase","R","78.4","76.7",,,,,
"Dunning, Dane","R","78","83","68.8","97.1",,"30.7","99.1"
"Lynn, Lance","R","76.9","70.3","35.3",,,"65.2",
"Flaherty, Jack","R","76.5",,,,,"44.7",
"Marsh, Alec","R","76.4","78.8",,"93.1",,"12.5",
"Webb, Logan","R","76.4","77.5",,"79.3",,"52.4",
"Muller, Kyle","L","75.5",,,,,"9.5","63.7"
"Glasnow, Tyler","R","75.4",,,,,"16.7","61.3"
"Boyle, Joe","R","72.2",,,,,"39.9",
"Kelly, Michael","R","71.8",,,,,"33.5",
"Pfaadt, Brandon","R","71","75.9",,"80.5",,,
"Musgrove, Joe","R","67.2","69.4","47.4","68.7",,"65.8","81"
"Carrasco, Carlos","R","67.1","67.2",,"57.6",,"25.1","59.2"
"Fried, Max","L","63.9","68.3",,"87",,,"85.4"
"Stroman, Marcus","R","59.2","61.8","16.1",,,"22.2",
