"last_name, first_name","pitch_hand","active_spin_fourseam","active_spin_sinker","active_spin_cutter","active_spin_changeup","active_spin_fastball","active_spin_slider","active_spin_curve"
"Cortes, Nestor","L","95.1","90.4","48.4","95.6",,,
"Sulser, Cole","R","95.1",,,"86.2",,"29.6",
"Kremer, Dean","R","95.1","94.1","46","89.5",,,"81.8"
"Clevinger, Mike","R","95.1","93.9","39.5","98.7",,"53.1","76.1"
"Rodón, Carlos","L","95",,,"97.9",,"29.3","69.1"
"Waldichuk, Ken","L","95",,,"99.1",,,"82.5"
"Smeltzer, Devin","L","95","93.2","46","89.3",,,"69"
"López, Reynaldo","R","95",,,"93.4",,"44.3","63.2"
"Thornburg, Tyler","R","94.9",,,"98.5",,"44.3","92.2"
"Anderson, Chase","R","94.9","95.9","70.5","99.5",,"38.1","91.8"
"Adon, Joan","R","94.9","93.7",,"89.7",,,"67.5"
"Bradley, Archie","R","94.9","95.1",,"98.1",,,
"Hill, Tim","L","94.9","91.8","75.1",,,"44.2",
"Beeks, Jalen","L","94.7",,"41.9","87.7",,"22",
"Tapia, Domingo","R","94.7","93.1",,"99.5",,"30.2",
"Falter, Bailey","L","94.6","94",,"95.8",,"53.9","66.6"
"Sanchez, Aaron","R","94.6","92.6",,"97",,,"71.1"
"Davidson, Tucker","L","94.6","96.3",,"98.2",,"35.9","68.9"
"Alexander, Jason","R","94.5","91.7",,"97.6",,"48.2",
"Bush, Matt","R","94.4",,"52.2",,,,"66.9"
"Rodriguez, Elvin","R","94.4",,,"95.5",,"24.3","69.1"
"Peralta, Wandy","L","94.3","93.8",,"84.2",,"24.3",
"Hembree, Heath","R","94.3",,,,,"31.2","66"
"Stripling, Ross","R","94.2","91.7",,"91.6",,"42.2",
"Smith, Joe","R","94.2","96",,,,"51.6",
"Bubic, Kris","L","94.2",,,"98.8",,,"73.1"
"Cueto, Johnny","R","94.2","94.8","57.8","83.7",,"31.5","16.1"
"Márquez, Germán","R","94.1","91.8",,"92.1",,"23.2",
"Brown, Hunter","R","94",,"49.8",,,,
"Liberatore, Matthew","L","93.9","90.2",,"99.3",,"27.3","95.6"
"Alcantara, Sandy","R","93.9","93.4",,"90.2",,"17.2","29.5"
"Strider, Spencer","R","93.9",,,"91.1",,"34",
"Dunn, Justin","R","93.9",,,"84.8",,"39.8","57"
"Hearn, Taylor","L","93.9","92.1","48.7","87.5",,"20",
"Santana, Dennis","R","93.8","91.5",,"95.2",,"18.1",
"Price, David","L","93.8","94.4","58.8","98.7",,,
"May, Dustin","R","93.8","92.1","34.2","91.6",,,"66.1"
"Cleavinger, Garrett","L","93.8","91.3",,,,"48.9","80.9"
"Foley, Jason","R","93.7","94.5",,"99.4",,"27.3",
"Suarez, Robert","R","93.7","94.8","66.6","97.4",,,"64.3"
"Varland, Louie","R","93.7",,"47.6","95.7",,,"47.6"
"Staumont, Josh","R","93.6","90.3",,,,,"80.8"
"Swarmer, Matt","R","93.6",,,"89.6",,"28.2",
"Garrett, Amir","L","93.4","94.7",,,,"30.7",
"Santillan, Tony","R","93.4",,,,,"35.6",
"Houser, Adrian","R","93.3","91.6",,"94.1",,"32.6","94.8"
"Ruiz, José","R","93.3",,,"92",,,"47.1"
"Hernández, Carlos","R","93.3",,,,,"20.7",
"Soto, Gregory","L","93.3","94.1",,"97.5",,"40.8",
"Mayers, Mike","R","93.3",,"41.8","95.3",,"21.2","71.5"
"deGrom, Jacob","R","93.2",,,"94.1",,"33.8","49.6"
"Puk, A.J.","L","93.2","92.9",,"28",,"14.6",
"Scherzer, Max","R","93.2",,"43.4","98.8",,"20.3","77.2"
"Severino, Luis","R","93.1","95.2","42.3","98.1",,"59.1",
"Overton, Connor","R","93.1","90.7",,"96.6",,"17",
"Baz, Shane","R","93.1",,,"98.7",,"21.4","67"
"Nogosek, Stephen","R","93.1",,"50.1","92.3",,"40.5",
"Contreras, Roansy","R","93.1",,,"98.9",,"29.2","77.8"
"Okert, Steven","L","93.1",,,,,"39",
"Kimbrel, Craig","R","93.1",,,,,,
"Snead, Kirby","L","93.1","95.8",,"96.5",,"40.8",
"Szapucki, Thomas","L","93",,,,,,"74.4"
"Snell, Blake","L","92.9",,,"98.7",,"35.9","66.6"
"Cabrera, Edward","R","92.9","90.6",,"97.1",,"25.5","56.6"
"Hill, Rich","L","92.9",,"49","92.6",,,"96.2"
"Grimm, Justin","R","92.9",,,,,"77.4","84"
"Wick, Rowan","R","92.8",,"81.8",,,"45.4",
"Almonte, Yency","R","92.8","91.4",,"98.5",,,
"Brieske, Beau","R","92.8","91.6",,"99.5",,"26.6","48.7"
"Phelps, David","R","92.8","94.5","64.1","93.2",,,
"McCarty, Kirk","L","92.7",,"47.3","99",,"37.5","56.5"
"Beasley, Jeremy","R","92.5",,,,,"40.8",
"Scott, Tayler","R","92.5","94.9",,,,"46.9",
"Wittgren, Nick","R","92.4","92.6","51.8","81.4",,"38",
"Buehler, Walker","R","92.4","90.2","54.6","93.6",,"51.3",
"Ober, Bailey","R","92.3",,,"98.4",,"27.9","73.5"
"Detwiler, Ross","L","92.3","93.6","25.4","92.9",,,"74.3"
"Ureña, José","R","92.2","89.9",,"97.7",,"33.1",
"Tetreault, Jackson","R","92.2",,"50.2","99.4",,,"56.3"
"Jax, Griffin","R","92.2",,,"90.1",,,"55.2"
"Brazoban, Huascar","R","92.2","86.8","20.3","82.3",,,
"Suarez, José","L","92.2","88.8",,"88.4",,"33.1","51.9"
"Weaver, Luke","R","92.1",,,"78.7",,"38.8","60"
"Hernández, Elieser","R","92.1","92.1",,"93.6",,"46.7",
"Speier, Gabe","L","92.1","95",,,,"32.7",
"Misiewicz, Anthony","L","92",,"37.6",,,,"65.5"
"Alexander, Tyler","L","92","93.9","49.5","97.3",,"33.5",
"Wilson, Bryse","R","92","92.6","41.6","99",,"33","68.4"
"Ginkel, Kevin","R","92",,,,,"26.3",
"Brubaker, JT","R","91.9","88.3",,"91",,"12.8","56.7"
"Moran, Jovani","L","91.9",,,"85.3",,"27",
"Ashby, Aaron","L","91.8","90.6",,"83.6",,"39","80.4"
"Trivino, Lou","R","91.8","90.6","53.2","99.1",,"56.6","81.3"
"May, Trevor","R","91.8",,,"96.2",,"34.5",
"Chargois, JT","R","91.7","97.1",,,,"14",
"Thielbar, Caleb","L","91.6",,,"63.3",,,"93.8"
"Logue, Zach","L","91.6",,"47.3","89.3",,,"34.7"
"Cease, Dylan","R","91.6","91.2",,"86.2",,"26.6",
"Flexen, Chris","R","91.6",,"51.2","98.9",,"39.1","77.1"
"Ray, Robbie","L","91.5","95.3",,"94.5",,"42.1",
"Gutierrez, Vladimir","R","91.5",,,"96.1",,"44.6","72.2"
"Berríos, José","R","91.4","96.5",,"96.2",,,
"Brasier, Ryan","R","91.4","90.6",,"97.6",,"34.2",
"Kaprielian, James","R","91.4","86.7",,"58.2",,"26.5","60.7"
"Gilbert, Tyler","L","91.4","91.4","53",,,,
"Marte, Yunior","R","91.4","90.5",,,,"24.4",
"Bundy, Dylan","R","91.4","93.1",,"91",,"23.7","74.9"
"Graveman, Kendall","R","91.3","93.4",,"89.7",,"29.9","51.8"
"Romano, Jordan","R","91.3",,,,,"27.3",
"Muñoz, Andrés","R","91.2",,,,,"32.3",
"Boxberger, Brad","R","91.2",,,"86",,"47.1",
"Farmer, Buck","R","91.1",,,"76.7",,"21.5",
"Clarke, Taylor","R","91",,,"95.6",,"34",
"Warren, Austin","R","91","94.1",,"98.5",,"25.7",
"Naughton, Packy","L","90.9","89.3",,"93.7",,"32.3",
"Espino, Paolo","R","90.8",,,"90.7",,,"98"
"Cisnero, José","R","90.8","93.2","30.5","93.2",,"39.4",
"Jameson, Drey","R","90.7","90.3",,"92.8",,"21.2","55.7"
"Bellatti, Andrew","R","90.6",,,"97.7",,"28.8",
"Feyereisen, J.P.","R","90.6",,,"86.6",,"36.7",
"Knebel, Corey","R","90.5",,,,,"66.2",
"Effross, Scott","R","90.5","94.4",,"90.3",,"31.7",
"Gibaut, Ian","R","90.5",,"54.4","95",,"45.8",
"Martin, Chris","R","90.4","86.7","47.7",,,,"66.4"
"Martin, Corbin","R","90.4",,,"75.4",,"44.3","37.2"
"Stephan, Trevor","R","90.4",,,,,"34",
"Sánchez, Aníbal","R","90.3","87.3","73.6","94.2",,"42","39"
"Davis, Austin","L","90.3","93.2",,"97.9",,,
"Lorenzen, Michael","R","90.3","87.5","44","98",,"20.7","72.4"
"Tepera, Ryan","R","90.3","95.5",,"85.1",,"31.2",
"Manning, Matt","R","90.3","91.4",,"95",,"41.1","78"
"Arano, Víctor","R","90.2","93.7",,,,"12.7",
"Peralta, Freddy","R","90.1",,,"96.2",,"31.5","54.6"
"Hendricks, Kyle","R","90.1","82.3",,"83.4",,,"83.5"
"Stout, Eric","L","90.1",,,"96.7",,,"84.4"
"Loáisiga, Jonathan","R","90","89.3",,"95.8",,,"36.9"
"Woodruff, Brandon","R","90","92.2",,"92.3",,"25.2","48"
"Martinez, Nick","R","89.9","90.2","38.6","88.4",,,"78.6"
"Frías, Luis","R","89.8",,,"79.2",,"48.7",
"Sanmartin, Reiver","L","89.8","90.6",,"89.2",,"23.9",
"Minter, A.J.","L","89.7",,"28.8","91.8",,,
"Lynch IV, Daniel","L","89.7","87.8",,"99.1",,"15.3",
"Garcia, Luis","R","89.7",,"35.9","99.2",,"49.1","62.6"
"Eflin, Zach","R","89.6","86.2","59","95.9",,"38.1","67.6"
"Alvarado, José","L","89.6","95.1","37",,,,"40.9"
"Assad, Javier","R","89.5","89.7","50.5","93.7",,"42.9","74.1"
"Patiño, Luis","R","89.5","86.5",,"95.8",,"42.1",
"Rucker, Michael","R","89.5",,"23.7","90.1",,"28.1","75.6"
"Morejon, Adrian","L","89.5",,,"97.9",,"33.9","73.4"
"Megill, Tylor","R","89.5",,"25.9","96.6",,"32.6","67.6"
"Taillon, Jameson","R","89.4","90.1","58.2","99",,"32.3","65.5"
"Brash, Matt","R","89.4",,,,,"50.8",
"Mantiply, Joe","L","89.4","92",,"98.8",,,"36.2"
"Lamet, Dinelson","R","89.4",,,,,"19",
"Law, Derek","R","89.4","85.9","42.9","96.7",,"29.3","63.2"
"Jiménez, Dany","R","89.3",,,,,"21.3",
"Voth, Austin","R","89.3",,"49","73.3",,,"78.1"
"Iglesias, Raisel","R","89.3","91.8",,"88.9",,"28.2",
"Neris, Héctor","R","89.3","90.3",,,,"36.1",
"Castillo, Diego","R","89.3","85.6",,,,"19.5",
"Smith, Drew","R","89.2",,,"99.6",,"40","73.1"
"Lyles, Jordan","R","89.2","83.4","30.9","97.7",,,"83.3"
"Wheeler, Zack","R","89.2","92.4","40.4","96.4",,,"62.7"
"Baker, Bryan","R","89.1",,,"87.3",,"43.4",
"Kinley, Tyler","R","89.1",,,,,"32.2",
"Rogers, Trevor","L","89.1",,,"94.2",,"24",
"Nardi, Andrew","L","89.1",,,"96.2",,"29.4",
"Gilbreath, Lucas","L","89",,,,,"35.1",
"Graterol, Brusdar","R","89","91","51.4",,,"31.4",
"Rodríguez, Joely","L","89","88.2",,"97",,"39.8",
"Merryweather, Julian","R","88.9",,,"97.4",,"17.2","84.8"
"Danish, Tyler","R","88.9","91.2",,"98.5",,,
"Martin, Davis","R","88.9",,,"93.5",,"35.4","71.5"
"Montas, Frankie","R","88.9","86.4","34",,,"32",
"Chapman, Aroldis","L","88.9","88.1",,,,"40.9",
"Floro, Dylan","R","88.8","90.8",,"95.4",,"21.8",
"Yajure, Miguel","R","88.8","95.6","60.9","90.3",,"31","80.7"
"Pineda, Michael","R","88.7",,,"96",,"9.6",
"Gott, Trevor","R","88.7","88.4","60.8",,,,"81.8"
"De Jong, Chase","R","88.6",,,"98.8",,"27.8","76.4"
"Sousa, Bennett","L","88.6",,,,,"25.8",
"Romero, JoJo","L","88.5","86.5",,"99.2",,"31.4",
"Sandoval, Patrick","L","88.4","88.3",,"98.9",,"33.5","63.4"
"Silseth, Chase","R","88.4","88.1",,,,"50.9","80.4"
"Kolarek, Adam","L","88.4","93.1",,"98.9",,"36.6",
"Montero, Rafael","R","88.3","85",,"93",,"26.9",
"Nance, Tommy","R","88.2","78.6",,,,"24.2","66.6"
"Henry, Tommy","L","88.2",,,"93.6",,"26.6","63.7"
"Hentges, Sam","L","87.9","85.1",,,,"19.7","82.4"
"Watkins, Spenser","R","87.9","85.3","49.9","89.2",,,"70.2"
"Peterson, David","L","87.8","91.1",,"98.9",,"19.2","67.4"
"Corbin, Patrick","L","87.7","85.8",,"98.2",,"18.5",
"Fairbanks, Pete","R","87.5",,,,,"43.2",
"Lawrence, Casey","R","87.4","91.1",,"97.3",,"30.4","42.5"
"Young, Alex","L","87.2","83.3",,"83.7",,,"18"
"Ramírez, Erasmo","R","87.2","85.2","52.9","90.2",,,"41.5"
"Blackburn, Paul","R","87.2","85.2","42.3","80.3",,"77.8","89.6"
"Bumgarner, Madison","L","87.1","87.6","49.3","96.1",,,"61.7"
"Newcomb, Sean","L","87",,"28.2",,,,"94.1"
"Darvish, Yu","R","87","90.7","52.9",,,"28.3","87.2"
"Pagán, Emilio","R","87",,"26.9",,,"26.4","74.6"
"Kirby, George","R","86.9","84.4","35.5","99.4",,"47.6",
"Martin, Brett","L","86.9","87.4",,,,"34.2","53.8"
"Garrett, Braxton","L","86.9","80.9",,"94",,"31.3","71.9"
"Peters, Dillon","L","86.7","87.5",,"98.4",,"27.5","72.4"
"Castillo, Luis","R","86.6","89.7",,"90.2",,"13.5",
"Pérez, Cionel","L","86.6","82.4",,,,"45.9","81.8"
"Kershaw, Clayton","L","86.6",,,"99.1",,"43.2","83.7"
"Hunter, Tommy","R","86.6","83.2","62.1",,,,"46.9"
"Germán, Domingo","R","86.6","86.3",,"87.1",,,"26.3"
"Bello, Brayan","R","86.5","87.6",,"98.5",,"31.2",
"Hall, DL","L","86.5",,,"91.2",,"37.7","66.1"
"Mikolas, Miles","R","86.3","81.9",,"95.9",,"31.2","83"
"Strzelecki, Peter","R","86.2",,,"98.9",,"55.1",
"Hand, Brad","L","86.2","88",,,,,
