"(Intercept)","PA","R","H","Singles","Doubles","Triples","SB","BB","OPSplus","WAR","WAA","oWAR","dWAR","Rbat","Rbaser_plus_Rdp"
-47.2176142026201,0.0182043068448262,0.0348079588370366,0.0964989159773811,-0.0595602447364784,-0.091711718926762,-0.134617418043568,0.0400360454288069,-0.0433381100710059,0.185792623473328,-1.87036464735355,2.18845273068694,1.46725629209436,-0.110622687400931,-0.218628837227307,-0.134578089474926
