Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR,NameASCII,PlayerId,MLBAMID
Yainer Diaz,HOU,49,196,3,18,23,0,0.040816326,0.137755102,0.114130435,0.280254777,0.255434782,0.285714285,0.369565217,0.283405572,,84.30820285,-0.5405573,-4.111068693,-0.440090489,0.198248257,Yainer Diaz,23003,673237
Alex Bregman,HOU,51,220,4,14,21,2,0.086363636,0.131818181,0.110552764,0.220238095,0.20603015,0.272727272,0.316582914,0.261733142,,69.20362853,-0.528186766,-8.393642603,2.888268719,0.181774448,Alex Bregman,17678,608324
Jackson Chourio,MIL,47,168,5,20,16,7,0.059523809,0.273809523,0.121794872,0.273584905,0.217948717,0.263473053,0.339743589,0.264318519,,66.90339469,1.633916412,-5.025785579,1.104450315,0.180835164,Jackson Chourio,28806,694192
Vinnie Pasquantino,KCR,52,214,5,25,33,0,0.098130841,0.140186915,0.164835165,0.233766233,0.225274725,0.308411214,0.39010989,0.302895452,,91.05301263,-0.628225131,-2.850983553,-2.974156894,0.128575347,Vinnie Pasquantino,27676,686469
Lourdes Gurriel Jr.,ARI,49,213,6,25,29,3,0.051643192,0.187793427,0.139303483,0.264516129,0.233830845,0.276995305,0.373134328,0.283530378,,79.04388628,0.006352157,-5.339936619,-0.733202463,0.116197908,Lourdes Gurriel Jr.,19238,666971
Starling Marte,NYM,48,200,6,27,19,8,0.055,0.225,0.135135135,0.311111111,0.259459459,0.306532663,0.394594594,0.305936661,,99.445793,1.052354965,0.919595937,-6.786977554,0.092176895,Starling Marte,9241,516782
Andrew McCutchen,PIT,43,184,7,24,14,1,0.114130434,0.266304347,0.157232704,0.281553398,0.226415094,0.331521739,0.383647798,0.316952737,,100.5330124,-0.940174094,-0.822706746,-4.584233055,0.083884062,Andrew McCutchen,9847,457705
Manny Machado,SDP,52,219,5,23,28,2,0.06849315,0.223744292,0.127450981,0.286666666,0.235294117,0.287671232,0.362745098,0.283634742,,84.32304977,-0.083642588,-4.195781315,-2.400535261,0.083323928,Manny Machado,11493,592518
Anthony Rizzo,NYY,54,225,7,26,25,0,0.062222222,0.182222222,0.12745098,0.280254777,0.25,0.315555555,0.37745098,0.306198449,,98.20543851,-1.968812946,-2.437564292,-4.241188687,0.078290879,Anthony Rizzo,3473,519203
Eugenio Suárez,ARI,52,208,3,20,24,1,0.0625,0.288461538,0.101604278,0.299212598,0.219251336,0.283653846,0.320855614,0.268683312,,69.01434445,-0.176384703,-7.895829875,1.518047587,0.067559858,Eugenio Suarez,12552,553993
Gleyber Torres,NYY,55,227,4,25,16,4,0.088105726,0.246696035,0.099009901,0.291666666,0.227722772,0.300884955,0.326732673,0.280427368,,80.24431529,-0.737462885,-5.943648049,-1.164357742,0.041014026,Gleyber Torres,16997,650402
Yandy Díaz,TBR,53,231,4,22,25,0,0.082251082,0.138528138,0.105263158,0.275862068,0.248803827,0.316017316,0.354066985,0.297471118,,96.40879729,-1.43250841,-2.395568901,-4.916697552,0.033625572,Yandy Diaz,16578,650490
Cedric Mullins,BAL,49,167,6,22,22,11,0.053892215,0.257485029,0.14935065,0.224299065,0.194805194,0.240963855,0.344155844,0.253860917,,64.10112154,1.242547583,-5.717288616,0.066462463,-0.013107253,Cedric Mullins,17929,656775
Paul Goldschmidt,STL,50,221,7,26,22,3,0.08597285,0.312217194,0.136363636,0.303278688,0.222222222,0.296803652,0.358585858,0.288868291,,85.24891862,-0.078761476,-3.983376272,-3.838754322,-0.035573748,Paul Goldschmidt,9218,502671
Jeimer Candelario,CIN,46,187,6,18,20,0,0.085561497,0.256684491,0.19760479,0.271929824,0.221556886,0.29946524,0.419161676,0.311491238,,93.52600943,-1.433386454,-2.883412262,-4.496361427,-0.108230573,Jeimer Candelario,13621,600869
Corbin Carroll,ARI,51,223,2,23,17,9,0.098654708,0.197309417,0.096446701,0.228758169,0.187817258,0.2735426,0.284263959,0.252064943,,57.78824502,2.622507474,-8.652071546,-0.119098876,-0.126057587,Corbin Carroll,25878,682998
Ty France,SEA,51,197,6,17,21,0,0.065989847,0.23857868,0.138888889,0.296875,0.244444444,0.304568527,0.383333333,0.301808935,,101.3111949,-1.553418109,-1.253546645,-6.64151964,-0.141644354,Ty France,17982,664034
Nolan Schanuel,LAA,48,194,5,17,18,0,0.077319587,0.164948453,0.110465116,0.262773722,0.238372093,0.307291666,0.348837209,0.291248164,,85.69004125,-1.375063872,-4.59792638,-3.251614671,-0.14715652,Nolan Schanuel,33189,694384
Brendan Rodgers,COL,49,191,1,19,14,1,0.05235602,0.230366492,0.077348066,0.345588235,0.26519337,0.303664921,0.342541436,0.284799354,,68.40765526,-0.179556712,-7.406876814,-0.57576663,-0.156231081,Brendan Rodgers,17907,663898
Jorge Soler,SFG,43,177,6,20,15,0,0.101694915,0.2259887,0.16025641,0.243243243,0.211538461,0.299435028,0.371794871,0.296557217,,91.46106006,-1.241664611,-3.051917663,-4.487433633,-0.159339247,Jorge Soler,14221,624585
Will Benson,CIN,51,188,7,17,16,8,0.117021276,0.393617021,0.2,0.297619047,0.193939393,0.292553191,0.393939393,0.301193063,,86.56935026,-1.770783884,-4.795028636,-3.152760986,-0.16307086,Will Benson,21853,666181
Christopher Morel,CHC,53,219,9,23,33,4,0.114155251,0.214611872,0.176470588,0.207407407,0.197860962,0.296803652,0.37433155,0.291504467,,87.60993268,-0.464168332,-3.714142014,-5.304966121,-0.165401579,Christopher Morel,21897,666624
Jared Triolo,PIT,49,197,3,12,18,4,0.106598984,0.248730964,0.069767441,0.260162601,0.203488372,0.289340101,0.273255813,0.257047384,,60.0655376,-0.403692248,-9.826408897,1.3276048,-0.188384708,Jared Triolo,25807,669707
George Springer,TOR,47,201,4,19,11,7,0.099502487,0.164179104,0.100558659,0.215277777,0.195530726,0.27363184,0.296089385,0.256221314,,64.8678526,1.62431839,-6.573577908,-2.211283943,-0.219410308,George Springer,12856,543807
Ceddanne Rafaela,BOS,53,194,5,24,28,7,0.030927835,0.257731958,0.153846154,0.253846153,0.208791208,0.234375,0.362637362,0.25464014,,56.4127121,0.613722974,-9.202925592,0.273798069,-0.257987636,Ceddanne Rafaela,24262,678882
Spencer Torkelson,DET,50,214,4,24,18,0,0.074766355,0.219626168,0.139896373,0.265734265,0.21761658,0.286384976,0.357512953,0.283610885,,83.31207186,-0.117135282,-4.263026101,-5.434620939,-0.268978938,Spencer Torkelson,27465,679529
Charlie Blackmon,COL,45,173,2,23,23,3,0.086705202,0.109826589,0.141025641,0.259259259,0.237179487,0.312138728,0.378205128,0.299140631,,78.0955248,0.164079982,-4.374719733,-4.135529414,-0.272902841,Charlie Blackmon,7859,453568
Justin Turner,TOR,47,175,4,18,18,0,0.091428571,0.165714285,0.135483871,0.241935483,0.219354838,0.297142857,0.354838709,0.288080592,,87.072138,-1.845046856,-4.471480439,-4.283850984,-0.304655791,Justin Turner,5235,457759
Mitch Garver,SEA,46,179,5,18,14,0,0.122905027,0.307262569,0.144736842,0.223404255,0.171052631,0.284916201,0.315789473,0.271738689,,80.35377303,-0.766357518,-4.848929538,-4.155351292,-0.316632022,Mitch Garver,15161,641598
Jorge Polanco,SEA,46,181,5,15,14,1,0.116022099,0.309392265,0.106918239,0.265306122,0.194968553,0.292817679,0.301886792,0.268739015,,78.26315374,-0.852671727,-5.420152998,-3.659786231,-0.317608622,Jorge Polanco,13152,593871
Mitch Haniger,SEA,51,194,6,18,24,0,0.077319587,0.273195876,0.13483146,0.266666666,0.213483146,0.273195876,0.348314606,0.273277845,,81.42648567,-0.419802779,-4.602895409,-4.913814604,-0.318309273,Mitch Haniger,14274,571745
Javier Báez,DET,45,167,1,13,23,6,0.029940119,0.191616766,0.075949367,0.2421875,0.202531645,0.22754491,0.278481012,0.220748138,,39.49995661,0.869493642,-10.85985307,1.040005866,-0.441101922,Javier Baez,12979,595879
Josh Bell,MIA,55,232,6,21,27,0,0.081896551,0.202586206,0.126213593,0.259740259,0.22330097,0.303030303,0.349514563,0.289038866,,82.23987448,-1.503470872,-6.438572255,-6.391620058,-0.511505974,Josh Bell,13145,605137
Randy Arozarena,TBR,52,217,8,24,18,7,0.105990783,0.294930875,0.15625,0.183333333,0.15625,0.253456221,0.3125,0.254582686,,66.51775621,0.233081988,-8.201740646,-4.203764441,-0.536783754,Randy Arozarena,19290,668227
Joey Meneses,WSN,46,198,2,10,24,2,0.075757575,0.202020202,0.062146893,0.275362318,0.2259887,0.292929292,0.288135593,0.260099216,,64.94052217,0.043058534,-8.271375595,-4.796665028,-0.653993151,Joey Meneses,14366,608841
Andrew Vaughn,CHW,52,212,4,14,18,1,0.066037735,0.245283018,0.113402062,0.244604316,0.195876288,0.259433962,0.30927835,0.253070848,,60.35083454,-0.593050533,-10.3512924,-5.748593701,-0.933027904,Andrew Vaughn,26197,683734
Elehuris Montero,COL,45,169,2,13,19,0,0.076923076,0.201183431,0.084415585,0.266666666,0.22077922,0.278106508,0.305194805,0.25942296,,51.2653042,-1.626917003,-11.49168844,-5.877189247,-1.196226485,Elehuris Montero,20543,660707
Nick Castellanos,PHI,55,227,6,26,22,1,0.074889867,0.224669603,0.111111111,0.231788079,0.198067632,0.26431718,0.309178743,0.255824262,,61.09164832,-2.35048581,-12.9291481,-6.536872882,-1.210108032,Nick Castellanos,11737,592206
Andrew Benintendi,CHW,48,191,3,12,17,2,0.047120418,0.178010471,0.077348067,0.220689655,0.193370165,0.230366492,0.270718232,0.221903339,,38.62867701,-0.655205094,-14.26339995,-5.380679388,-1.368178038,Andrew Benintendi,17901,643217
